"CN","STATECD","COUNTYCD","PLOT","MEASYEAR","INVYR","CONDID","EVALID","PLT_CN","CND_CN","STRATUM_CN","PHASE","CONDPROP_CWD","CONDPROP_FWD_SM","CONDPROP_FWD_MD","CONDPROP_FWD_LG","CONDPROP_DUFF","CWD_TL_COND","CWD_TL_UNADJ","CWD_TL_ADJ","CWD_LPA_COND","CWD_LPA_UNADJ","CWD_LPA_ADJ","CWD_VOLCF_COND","CWD_VOLCF_UNADJ","CWD_VOLCF_ADJ","CWD_DRYBIO_COND","CWD_DRYBIO_UNADJ","CWD_DRYBIO_ADJ","CWD_CARBON_COND","CWD_CARBON_UNADJ","CWD_CARBON_ADJ","FWD_SM_TL_COND","FWD_SM_TL_UNADJ","FWD_SM_TL_ADJ","FWD_SM_CNT_COND","FWD_SM_VOLCF_COND","FWD_SM_VOLCF_UNADJ","FWD_SM_VOLCF_ADJ","FWD_SM_DRYBIO_COND","FWD_SM_DRYBIO_UNADJ","FWD_SM_DRYBIO_ADJ","FWD_SM_CARBON_COND","FWD_SM_CARBON_UNADJ","FWD_SM_CARBON_ADJ","FWD_MD_TL_COND","FWD_MD_TL_UNADJ","FWD_MD_TL_ADJ","FWD_MD_CNT_COND","FWD_MD_VOLCF_COND","FWD_MD_VOLCF_UNADJ","FWD_MD_VOLCF_ADJ","FWD_MD_DRYBIO_COND","FWD_MD_DRYBIO_UNADJ","FWD_MD_DRYBIO_ADJ","FWD_MD_CARBON_COND","FWD_MD_CARBON_UNADJ","FWD_MD_CARBON_ADJ","FWD_LG_TL_COND","FWD_LG_TL_UNADJ","FWD_LG_TL_ADJ","FWD_LG_CNT_COND","FWD_LG_VOLCF_COND","FWD_LG_VOLCF_UNADJ","FWD_LG_VOLCF_ADJ","FWD_LG_DRYBIO_COND","FWD_LG_DRYBIO_UNADJ","FWD_LG_DRYBIO_ADJ","FWD_LG_CARBON_COND","FWD_LG_CARBON_UNADJ","FWD_LG_CARBON_ADJ","PILE_SAMPLE_AREA_COND","PILE_SAMPLE_AREA_UNADJ","PILE_SAMPLE_AREA_ADJ","PILE_VOLCF_COND","PILE_VOLCF_UNADJ","PILE_VOLCF_ADJ","PILE_DRYBIO_COND","PILE_DRYBIO_UNADJ","PILE_DRYBIO_ADJ","PILE_CARBON_COND","PILE_CARBON_UNADJ","PILE_CARBON_ADJ","FUEL_DEPTH","FUEL_BIOMASS","FUEL_CARBON","DUFF_DEPTH","DUFF_BIOMASS","DUFF_CARBON","LITTER_DEPTH","LITTER_BIOMASS","LITTER_CARBON","DUFF_TC_COND","DUFF_TC_UNADJ","DUFF_TC_ADJ","AVG_WOOD_DENSITY","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE","UNITCD","RSCD","PILE_TL_COND","PILE_TL_UNADJ","PILE_TL_ADJ","CONDPROP_PILE"
"670707010126144",39,73,3185,2014,2014,1,391707,"171868067020004","334960477489998","539092540126144","",1,1,1,1,1,192,192,192,,,,0,0,0,0,0,0,0,0,0,24,24,24,32,3.7662780503088,3.7662780503088,3.7662780503088,1.29127475997167753110472600605106963437E02,1.29127475997167753110472600605106963437E02,1.29127475997167753110472600605106963437E02,6.45637379985838765552363003025534817185E01,6.45637379985838765552363003025534817185E01,6.45637379985838765552363003025534817185E01,24,24,24,3,10.9278789010248,10.9278789010248,10.9278789010248,3.74664164897846427524857183008198781546E02,3.74664164897846427524857183008198781546E02,3.74664164897846427524857183008198781546E02,1.87332082448923213762428591504099390773E02,1.87332082448923213762428591504099390773E02,1.87332082448923213762428591504099390773E02,40,40,40,2,52.040095394898,52.040095394898,52.040095394898,1.7842034176005803936276111564981312442E03,1.7842034176005803936276111564981312442E03,1.7842034176005803936276111564981312442E03,892.1017088002901968138055782490656221,892.1017088002901968138055782490656221,892.1017088002901968138055782490656221,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.9875,41259.03375,20629.516875,1.7625,28598.50125,14299.250625,8,8,8,40.3354918608,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,2,24,192,192,192,1
"670708146126144",39,73,3185,2014,2014,1,391807,"171868067020004","334960477489998","668295618126144","",1,1,1,1,1,192,192,192,,,,0,0,0,0,0,0,0,0,0,24,24,24,32,3.7662780503088,3.7662780503088,3.7662780503088,1.29127475997167753110472600605106963437E02,1.29127475997167753110472600605106963437E02,1.29127475997167753110472600605106963437E02,6.45637379985838765552363003025534817185E01,6.45637379985838765552363003025534817185E01,6.45637379985838765552363003025534817185E01,24,24,24,3,10.9278789010248,10.9278789010248,10.9278789010248,3.74664164897846427524857183008198781546E02,3.74664164897846427524857183008198781546E02,3.74664164897846427524857183008198781546E02,1.87332082448923213762428591504099390773E02,1.87332082448923213762428591504099390773E02,1.87332082448923213762428591504099390773E02,40,40,40,2,52.040095394898,52.040095394898,52.040095394898,1.7842034176005803936276111564981312442E03,1.7842034176005803936276111564981312442E03,1.7842034176005803936276111564981312442E03,892.1017088002901968138055782490656221,892.1017088002901968138055782490656221,892.1017088002901968138055782490656221,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.9875,41259.03375,20629.516875,1.7625,28598.50125,14299.250625,8,8,8,40.3354918608,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,2,24,192,192,192,1
"670705145126144",39,79,2631,2014,2014,1,391507,"171868097020004","334961305489998","389119454489998","",1,1,1,1,1,192,192,184.8625954198,,,,79.69255766875,79.69255766875,8.27694268689104883859817322654026800523E01,1481.729244902478,1481.729244902478,1.53893768707053826436024166967208651177E03,727.529059247116698,727.529059247116698,7.55618404351634287800878659808994477276E02,24,24,23.1297709924,50,5.8848094536075,5.8848094536075,6.10621812611946534653465346534653465348E00,1.34711099561416727928413621896046479108E02,1.34711099561416727928413621896046479108E02,1.39779437960757159276215322521838326837E02,6.7355549780708363964206810948023239554E01,6.7355549780708363964206810948023239554E01,6.98897189803785796381076612609191634185E01,24,24,23.1297709924,10,36.426263003416,36.426263003416,3.77967560669108594059405940594059405941E01,8.33845510341108125712735140993004730082E02,8.33845510341108125712735140993004730082E02,8.65217915680674570046481611644226690225E02,4.16922755170554062856367570496502365041E02,4.16922755170554062856367570496502365041E02,4.32608957840337285023240805822113345113E02,40,40,38.5496183206,13,338.260620066837,338.260620066837,3.50987257257470471287128712871287128714E02,7.7432345816390907059123040053531388547E03,7.7432345816390907059123040053531388547E03,8.03456419956214560375850950258424704925E03,3.87161729081954535295615200267656942735E03,3.87161729081954535295615200267656942735E03,4.01728209978107280187925475129212352463E03,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.225,9400.7925,4700.39625,1.2125,19674.14625,9837.073125,8,8,7.702005730659,26.9309733462,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,1,24,192,192,184.8625954198,1
"480537548489998",39,79,2631,2014,2014,1,391607,"171868097020004","334961305489998","480344577489998","",1,1,1,1,1,192,192,183.1017964072,,,,79.69255766875,79.69255766875,8.35653793279747104574711878070161081924E01,1481.729244902478,1481.729244902478,1.55373688627618724149131543436349371732E03,727.529059247116698,727.529059247116698,7.62884811161607935572235878272475415206E02,24,24,22.8862275449,50,5.8848094536075,5.8848094536075,6.17119735480346938775510204081632653063E00,1.34711099561416727928413621896046479108E02,1.34711099561416727928413621896046479108E02,1.41266898755143444672182573668067579348E02,6.7355549780708363964206810948023239554E01,6.7355549780708363964206810948023239554E01,7.0633449377571722336091286834033789674E01,24,24,22.8862275449,10,36.426263003416,36.426263003416,3.81989696801913469387755102040816326532E01,8.33845510341108125712735140993004730082E02,8.33845510341108125712735140993004730082E02,8.74425119164615742505662596834108570951E02,4.16922755170554062856367570496502365041E02,4.16922755170554062856367570496502365041E02,4.37212559582307871252831298417054285476E02,40,40,38.1437125749,13,338.260620066837,338.260620066837,3.54722282895835346938775510204081632654E02,7.7432345816390907059123040053531388547E03,7.7432345816390907059123040053531388547E03,8.12006389408934472770709431016624294341E03,3.87161729081954535295615200267656942735E03,3.87161729081954535295615200267656942735E03,4.0600319470446723638535471550831214717E03,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.225,9400.7925,4700.39625,1.2125,19674.14625,9837.073125,8,8,7.628464419476,26.9309733462,"",2017-07-14,"489998","",2017-07-14,"489998",7,3,1,24,192,192,183.1017964072,1
"670707038126144",39,79,2631,2014,2014,1,391707,"171868097020004","334961305489998","539092538126144","",1,1,1,1,1,192,192,183.0733009709,,,,79.69255766875,79.69255766875,8.35783863144218161876614887661036626885E01,1481.729244902478,1481.729244902478,1.5539787260761700224737259864483628573E03,727.529059247116698,727.529059247116698,7.63003554503399481034599459346146162936E02,24,24,22.8932038835,50,5.8848094536075,5.8848094536075,6.16931678088114503816793893129770992365E00,1.34711099561416727928413621896046479108E02,1.34711099561416727928413621896046479108E02,1.4122384992189234581808247384521920965E02,6.7355549780708363964206810948023239554E01,6.7355549780708363964206810948023239554E01,7.0611924960946172909041236922609604825E01,24,24,22.8932038835,10,36.426263003416,36.426263003416,3.81873291537083765903307888040712468192E01,8.33845510341108125712735140993004730082E02,8.33845510341108125712735140993004730082E02,8.7415865206243396385151877376365890278E02,4.16922755170554062856367570496502365041E02,4.16922755170554062856367570496502365041E02,4.3707932603121698192575938688182945139E02,40,40,38.1553398058,13,338.260620066837,338.260620066837,3.54614186940297312977099236641221374045E02,7.7432345816390907059123040053531388547E03,7.7432345816390907059123040053531388547E03,8.11758943418652766115997264683331605121E03,3.87161729081954535295615200267656942735E03,3.87161729081954535295615200267656942735E03,4.05879471709326383057998632341665802561E03,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.225,9400.7925,4700.39625,1.2125,19674.14625,9837.073125,8,8,7.62598664238,26.9309733462,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,1,24,192,192,183.0733009709,1
"670708174126144",39,79,2631,2014,2014,1,391807,"171868097020004","334961305489998","668295616126144","",1,1,1,1,1,192,192,182.6072815534,,,,79.69255766875,79.69255766875,8.3791680935383680577990314463959953466E01,1481.729244902478,1481.729244902478,1.55794452773826819956347248981604345495E03,727.529059247116698,727.529059247116698,7.64950763119489685985664992499677336378E02,24,24,22.8349514563,50,5.8848094536075,5.8848094536075,6.18505483389359693877551020408163265304E00,1.34711099561416727928413621896046479108E02,1.34711099561416727928413621896046479108E02,1.41584114845162479353332684237681503552E02,6.7355549780708363964206810948023239554E01,6.7355549780708363964206810948023239554E01,7.0792057422581239676666342118840751776E01,24,24,22.8349514563,10,36.426263003416,36.426263003416,3.82847458097127346938775510204081632652E01,8.33845510341108125712735140993004730082E02,8.33845510341108125712735140993004730082E02,8.76388648623817723963384893084484563246E02,4.16922755170554062856367570496502365041E02,4.16922755170554062856367570496502365041E02,4.38194324311908861981692446542242281623E02,40,40,38.0582524272,13,338.260620066837,338.260620066837,3.55518814968206234693877551020408163264E02,7.7432345816390907059123040053531388547E03,7.7432345816390907059123040053531388547E03,8.1382975704982279868261970668507479799E03,3.87161729081954535295615200267656942735E03,3.87161729081954535295615200267656942735E03,4.06914878524911399341309853342537398995E03,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.225,9400.7925,4700.39625,1.2125,19674.14625,9837.073125,8,8,7.606557377049,26.9309733462,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,1,24,192,192,182.6072815534,1
"670705157126144",39,83,5069,2014,2014,1,391507,"171867962020004","334957822489998","389119453489998","",1,1,1,1,1,192,192,191.763546798,,,,0,0,0,0,0,0,0,0,0,24,24,23.9704433498,0,0,0,0,0,0,0,0,0,0,24,24,23.9704433498,0,0,0,0,0,0,0,0,0,0,40,40,39.9507389163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,8,8,7.990147783251,28.08,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,6,24,192,192,191.763546798,1
"480537567489998",39,83,5069,2014,2014,1,391607,"171867962020004","334957822489998","480344576489998","",1,1,1,1,1,192,192,191.8008298755,,,,0,0,0,0,0,0,0,0,0,24,24,23.9751037344,0,0,0,0,0,0,0,0,0,0,24,24,23.9751037344,0,0,0,0,0,0,0,0,0,0,40,40,39.9585062241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,8,8,7.991701244813,28.08,"",2017-07-14,"489998","",2017-07-14,"489998",7,3,6,24,192,192,191.8008298755,1
"670707063126144",39,83,5069,2014,2014,1,391707,"171867962020004","334957822489998","539092537126144","",1,1,1,1,1,192,192,191.8228782288,,,,0,0,0,0,0,0,0,0,0,24,24,23.9778597786,0,0,0,0,0,0,0,0,0,0,24,24,23.9778597786,0,0,0,0,0,0,0,0,0,0,40,40,39.963099631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,8,8,7.992619926199,28.08,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,6,24,192,192,191.8228782288,1
"670706812126144",39,45,5630,2014,2014,1,391707,"171868013020004","334958163489998","539092537126144","",1,1,1,1,1,192,192,191.8228782288,,,,0,0,0,0,0,0,0,0,0,24,24,23.9778597786,0,0,0,0,0,0,0,0,0,0,24,24,23.9778597786,0,0,0,0,0,0,0,0,0,0,40,40,39.963099631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,8,8,7.992619926199,28.08,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,5,24,192,192,191.8228782288,1
"670705020126144",39,49,1720,2014,2014,1,391507,"171867601020004","334949943489998","389119454489998","",0.716145833333,0.645833333333,0.645833333333,0.5875,0.625,137.5,192,184.8625954198,,,,0,0,0,0,0,0,0,0,0,15.5,24,23.1297709924,27,4.92046003346794838709677419354838709677E00,3.17779710494805,3.29735778810451128712871287128712871288E00,1.23576139131140647029720276049026625796E02,7.98095898555283345400276782816630291599E01,8.28123268995977174237118879595869847127E01,6.1788069565570323514860138024513312898E01,3.990479492776416727001383914083151458E01,4.14061634497988587118559439797934923563E01,15.5,24,23.1297709924,6,3.38411733709155096774193548387096774194E01,21.8557578020496,2.26780536401465156435643564356435643565E01,8.49912715559210328990888360010592365129E02,5.48901962131990004139948732506840902479E02,5.69553719123094578553134922442741847326E02,4.24956357779605164495444180005296182565E02,2.7445098106599500206997436625342045124E02,2.84776859561547289276567461221370923663E02,23.5,40,38.5496183206,3,1.32868328667824680851063829787234042553E02,78.060143092347,8.09970593671085702970297029702970297032E01,3.33695527611161948858111152466404150598E03,1.96046122471557644954140302074012438476E03,2.03422115198210308823702016409470332202E03,1.66847763805580974429055576233202075299E03,9.80230612357788224770701510370062192382E02,1.01711057599105154411851008204735166101E03,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0.74,8219.772,4109.886,5,8,7.702005730659,29.5467684132,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,5,24,137.5,192,184.8625954198,0.716145833333
"670705021126144",39,49,1720,2014,2014,2,391507,"171867601020004","334949944489998","389119454489998","",0.283854166667,0.354166666667,0.354166666667,0.4125,0.375,54.5,192,184.8625954198,,,,0,0,0,0,0,0,0,0,0,8.5,24,23.1297709924,0,0,0,0,0,0,0,0,0,0,8.5,24,23.1297709924,0,0,0,0,0,0,0,0,0,0,16.5,40,38.5496183206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,3,8,7.702005730659,28.08,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,5,24,54.5,192,184.8625954198,0.283854166667
"670708199126144",39,83,5069,2014,2014,1,391807,"171867962020004","334957822489998","668295615126144","",1,1,1,1,1,192,192,191.8285714286,,,,0,0,0,0,0,0,0,0,0,24,24,23.9785714286,0,0,0,0,0,0,0,0,0,0,24,24,23.9785714286,0,0,0,0,0,0,0,0,0,0,40,40,39.9642857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,8,8,7.992857142857,28.08,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,6,24,192,192,191.8285714286,1
"670705162126144",39,85,1432,2014,2014,1,391507,"171867350020004","334952685489998","389119453489998","",1,1,1,1,1,192,192,191.763546798,,,,0,0,0,0,0,0,0,0,0,24,24,23.9704433498,0,0,0,0,0,0,0,0,0,0,24,24,23.9704433498,0,0,0,0,0,0,0,0,0,0,40,40,39.9507389163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,8,8,7.990147783251,28.08,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,4,24,192,192,191.763546798,1
"480537576489998",39,85,1432,2014,2014,1,391607,"171867350020004","334952685489998","480344576489998","",1,1,1,1,1,192,192,191.8008298755,,,,0,0,0,0,0,0,0,0,0,24,24,23.9751037344,0,0,0,0,0,0,0,0,0,0,24,24,23.9751037344,0,0,0,0,0,0,0,0,0,0,40,40,39.9585062241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,8,8,7.991701244813,28.08,"",2017-07-14,"489998","",2017-07-14,"489998",7,3,4,24,192,192,191.8008298755,1
"670707076126144",39,85,1432,2014,2014,1,391707,"171867350020004","334952685489998","539092537126144","",1,1,1,1,1,192,192,191.8228782288,,,,0,0,0,0,0,0,0,0,0,24,24,23.9778597786,0,0,0,0,0,0,0,0,0,0,24,24,23.9778597786,0,0,0,0,0,0,0,0,0,0,40,40,39.963099631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,8,8,7.992619926199,28.08,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,4,24,192,192,191.8228782288,1
"670708214126144",39,85,1432,2014,2014,1,391807,"171867350020004","334952685489998","668295615126144","",1,1,1,1,1,192,192,191.8285714286,,,,0,0,0,0,0,0,0,0,0,24,24,23.9785714286,0,0,0,0,0,0,0,0,0,0,24,24,23.9785714286,0,0,0,0,0,0,0,0,0,0,40,40,39.9642857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,8,8,7.992857142857,28.08,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,4,24,192,192,191.8285714286,1
"670705175126144",39,87,2049,2014,2014,1,391507,"171867923020004","334955866489998","389119456489998","",0.75,0.75,0.75,0.75,0.75,144,192,192,,,,5.96074415083333333333333333333333333334E02,447.0558113125,447.0558113125,15739.616325548232,11804.712244161174,11804.712244161174,7728.151615844181912,5796.113711883136434,5796.113711883136434,18,24,24,6,0.9415695125772,0.7061771344329,0.7061771344329,2.37025730106719727490453579659178439604E01,1.77769297580039795617840184744383829703E01,1.77769297580039795617840184744383829703E01,1.18512865053359863745226789829589219802E01,8.88846487900198978089200923721919148516E00,8.88846487900198978089200923721919148516E00,18,24,24,10,4.85683506712213333333333333333333333333E01,36.426263003416,36.426263003416,1.22263397700884609334134173947770521311E03,9.16975482756634570006006304608278909829E02,9.16975482756634570006006304608278909829E02,6.11316988504423046670670869738852606553E02,4.58487741378317285003003152304139454915E02,4.58487741378317285003003152304139454915E02,30,40,40,3,104.080190789796,78.060143092347,78.060143092347,2.62005968567035532302071339005740289422E03,1.96504476425276649226553504254305217067E03,1.96504476425276649226553504254305217067E03,1.31002984283517766151035669502870144711E03,9.82522382126383246132767521271526085334E02,9.82522382126383246132767521271526085334E02,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,5.33333333333333333333333333333333333333E-01,8653.92,4326.96,6,8,8,29.6158484744,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,1,24,144,192,192,0.75
"480537592489998",39,87,2049,2014,2014,1,391607,"171867923020004","334955866489998","480344579489998","",0.75,0.75,0.75,0.75,0.75,144,192,192,,,,5.96074415083333333333333333333333333334E02,447.0558113125,447.0558113125,15739.616325548232,11804.712244161174,11804.712244161174,7728.151615844181912,5796.113711883136434,5796.113711883136434,18,24,24,6,0.9415695125772,0.7061771344329,0.7061771344329,2.37025730106719727490453579659178439604E01,1.77769297580039795617840184744383829703E01,1.77769297580039795617840184744383829703E01,1.18512865053359863745226789829589219802E01,8.88846487900198978089200923721919148516E00,8.88846487900198978089200923721919148516E00,18,24,24,10,4.85683506712213333333333333333333333333E01,36.426263003416,36.426263003416,1.22263397700884609334134173947770521311E03,9.16975482756634570006006304608278909829E02,9.16975482756634570006006304608278909829E02,6.11316988504423046670670869738852606553E02,4.58487741378317285003003152304139454915E02,4.58487741378317285003003152304139454915E02,30,40,40,3,104.080190789796,78.060143092347,78.060143092347,2.62005968567035532302071339005740289422E03,1.96504476425276649226553504254305217067E03,1.96504476425276649226553504254305217067E03,1.31002984283517766151035669502870144711E03,9.82522382126383246132767521271526085334E02,9.82522382126383246132767521271526085334E02,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,5.33333333333333333333333333333333333333E-01,8653.92,4326.96,6,8,8,29.6158484744,"",2017-07-14,"489998","",2017-07-14,"489998",7,3,1,24,144,192,192,0.75
"670707095126144",39,87,2049,2014,2014,1,391707,"171867923020004","334955866489998","539092540126144","",0.75,0.75,0.75,0.75,0.75,144,192,192,,,,5.96074415083333333333333333333333333334E02,447.0558113125,447.0558113125,15739.616325548232,11804.712244161174,11804.712244161174,7728.151615844181912,5796.113711883136434,5796.113711883136434,18,24,24,6,0.9415695125772,0.7061771344329,0.7061771344329,2.37025730106719727490453579659178439604E01,1.77769297580039795617840184744383829703E01,1.77769297580039795617840184744383829703E01,1.18512865053359863745226789829589219802E01,8.88846487900198978089200923721919148516E00,8.88846487900198978089200923721919148516E00,18,24,24,10,4.85683506712213333333333333333333333333E01,36.426263003416,36.426263003416,1.22263397700884609334134173947770521311E03,9.16975482756634570006006304608278909829E02,9.16975482756634570006006304608278909829E02,6.11316988504423046670670869738852606553E02,4.58487741378317285003003152304139454915E02,4.58487741378317285003003152304139454915E02,30,40,40,3,104.080190789796,78.060143092347,78.060143092347,2.62005968567035532302071339005740289422E03,1.96504476425276649226553504254305217067E03,1.96504476425276649226553504254305217067E03,1.31002984283517766151035669502870144711E03,9.82522382126383246132767521271526085334E02,9.82522382126383246132767521271526085334E02,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,5.33333333333333333333333333333333333333E-01,8653.92,4326.96,6,8,8,29.6158484744,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,1,24,144,192,192,0.75
"670708233126144",39,87,2049,2014,2014,1,391807,"171867923020004","334955866489998","668295618126144","",0.75,0.75,0.75,0.75,0.75,144,192,192,,,,5.96074415083333333333333333333333333334E02,447.0558113125,447.0558113125,15739.616325548232,11804.712244161174,11804.712244161174,7728.151615844181912,5796.113711883136434,5796.113711883136434,18,24,24,6,0.9415695125772,0.7061771344329,0.7061771344329,2.37025730106719727490453579659178439604E01,1.77769297580039795617840184744383829703E01,1.77769297580039795617840184744383829703E01,1.18512865053359863745226789829589219802E01,8.88846487900198978089200923721919148516E00,8.88846487900198978089200923721919148516E00,18,24,24,10,4.85683506712213333333333333333333333333E01,36.426263003416,36.426263003416,1.22263397700884609334134173947770521311E03,9.16975482756634570006006304608278909829E02,9.16975482756634570006006304608278909829E02,6.11316988504423046670670869738852606553E02,4.58487741378317285003003152304139454915E02,4.58487741378317285003003152304139454915E02,30,40,40,3,104.080190789796,78.060143092347,78.060143092347,2.62005968567035532302071339005740289422E03,1.96504476425276649226553504254305217067E03,1.96504476425276649226553504254305217067E03,1.31002984283517766151035669502870144711E03,9.82522382126383246132767521271526085334E02,9.82522382126383246132767521271526085334E02,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,5.33333333333333333333333333333333333333E-01,8653.92,4326.96,6,8,8,29.6158484744,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,1,24,144,192,192,0.75
"670705176126144",39,87,2049,2014,2014,2,391507,"171867923020004","334955867489998","389119456489998","",0.25,0.25,0.25,0.25,0.25,48,192,192,,,,1881.52184935,470.3804623375,470.3804623375,31171.54878255132,7792.88719563783,7792.88719563783,15305.23045223269812,3826.30761305817453,3826.30761305817453,6,24,24,9,4.2370628065974,1.05926570164935,1.05926570164935,1.31748829954961431511020521734947958182E02,3.29372074887403578777551304337369895454E01,3.29372074887403578777551304337369895454E01,6.5874414977480715755510260867473979091E01,1.64686037443701789388775652168684947727E01,1.64686037443701789388775652168684947727E01,6,24,24,0,0,0,0,0,0,0,0,0,0,10,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0.7,11358.27,5679.135,2,8,8,36.5816204648,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,1,24,48,192,192,0.25
"480537593489998",39,87,2049,2014,2014,2,391607,"171867923020004","334955867489998","480344579489998","",0.25,0.25,0.25,0.25,0.25,48,192,192,,,,1881.52184935,470.3804623375,470.3804623375,31171.54878255132,7792.88719563783,7792.88719563783,15305.23045223269812,3826.30761305817453,3826.30761305817453,6,24,24,9,4.2370628065974,1.05926570164935,1.05926570164935,1.31748829954961431511020521734947958182E02,3.29372074887403578777551304337369895454E01,3.29372074887403578777551304337369895454E01,6.5874414977480715755510260867473979091E01,1.64686037443701789388775652168684947727E01,1.64686037443701789388775652168684947727E01,6,24,24,0,0,0,0,0,0,0,0,0,0,10,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0.7,11358.27,5679.135,2,8,8,36.5816204648,"",2017-07-14,"489998","",2017-07-14,"489998",7,3,1,24,48,192,192,0.25
"670707096126144",39,87,2049,2014,2014,2,391707,"171867923020004","334955867489998","539092540126144","",0.25,0.25,0.25,0.25,0.25,48,192,192,,,,1881.52184935,470.3804623375,470.3804623375,31171.54878255132,7792.88719563783,7792.88719563783,15305.23045223269812,3826.30761305817453,3826.30761305817453,6,24,24,9,4.2370628065974,1.05926570164935,1.05926570164935,1.31748829954961431511020521734947958182E02,3.29372074887403578777551304337369895454E01,3.29372074887403578777551304337369895454E01,6.5874414977480715755510260867473979091E01,1.64686037443701789388775652168684947727E01,1.64686037443701789388775652168684947727E01,6,24,24,0,0,0,0,0,0,0,0,0,0,10,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0.7,11358.27,5679.135,2,8,8,36.5816204648,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,1,24,48,192,192,0.25
"670708234126144",39,87,2049,2014,2014,2,391807,"171867923020004","334955867489998","668295618126144","",0.25,0.25,0.25,0.25,0.25,48,192,192,,,,1881.52184935,470.3804623375,470.3804623375,31171.54878255132,7792.88719563783,7792.88719563783,15305.23045223269812,3826.30761305817453,3826.30761305817453,6,24,24,9,4.2370628065974,1.05926570164935,1.05926570164935,1.31748829954961431511020521734947958182E02,3.29372074887403578777551304337369895454E01,3.29372074887403578777551304337369895454E01,6.5874414977480715755510260867473979091E01,1.64686037443701789388775652168684947727E01,1.64686037443701789388775652168684947727E01,6,24,24,0,0,0,0,0,0,0,0,0,0,10,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0.7,11358.27,5679.135,2,8,8,36.5816204648,"",2019-06-14,"126144","",2019-06-14,"126144",7,3,1,24,48,192,192,0.25
