"CN","STATECD","COUNTYCD","PLOT","MEASYEAR","INVYR","CONDID","EVALID","PLT_CN","CND_CN","STRATUM_CN","PHASE","CONDPROP_CWD","CONDPROP_FWD_SM","CONDPROP_FWD_MD","CONDPROP_FWD_LG","CONDPROP_DUFF","CWD_TL_COND","CWD_TL_UNADJ","CWD_TL_ADJ","CWD_LPA_COND","CWD_LPA_UNADJ","CWD_LPA_ADJ","CWD_VOLCF_COND","CWD_VOLCF_UNADJ","CWD_VOLCF_ADJ","CWD_DRYBIO_COND","CWD_DRYBIO_UNADJ","CWD_DRYBIO_ADJ","CWD_CARBON_COND","CWD_CARBON_UNADJ","CWD_CARBON_ADJ","FWD_SM_TL_COND","FWD_SM_TL_UNADJ","FWD_SM_TL_ADJ","FWD_SM_CNT_COND","FWD_SM_VOLCF_COND","FWD_SM_VOLCF_UNADJ","FWD_SM_VOLCF_ADJ","FWD_SM_DRYBIO_COND","FWD_SM_DRYBIO_UNADJ","FWD_SM_DRYBIO_ADJ","FWD_SM_CARBON_COND","FWD_SM_CARBON_UNADJ","FWD_SM_CARBON_ADJ","FWD_MD_TL_COND","FWD_MD_TL_UNADJ","FWD_MD_TL_ADJ","FWD_MD_CNT_COND","FWD_MD_VOLCF_COND","FWD_MD_VOLCF_UNADJ","FWD_MD_VOLCF_ADJ","FWD_MD_DRYBIO_COND","FWD_MD_DRYBIO_UNADJ","FWD_MD_DRYBIO_ADJ","FWD_MD_CARBON_COND","FWD_MD_CARBON_UNADJ","FWD_MD_CARBON_ADJ","FWD_LG_TL_COND","FWD_LG_TL_UNADJ","FWD_LG_TL_ADJ","FWD_LG_CNT_COND","FWD_LG_VOLCF_COND","FWD_LG_VOLCF_UNADJ","FWD_LG_VOLCF_ADJ","FWD_LG_DRYBIO_COND","FWD_LG_DRYBIO_UNADJ","FWD_LG_DRYBIO_ADJ","FWD_LG_CARBON_COND","FWD_LG_CARBON_UNADJ","FWD_LG_CARBON_ADJ","PILE_SAMPLE_AREA_COND","PILE_SAMPLE_AREA_UNADJ","PILE_SAMPLE_AREA_ADJ","PILE_VOLCF_COND","PILE_VOLCF_UNADJ","PILE_VOLCF_ADJ","PILE_DRYBIO_COND","PILE_DRYBIO_UNADJ","PILE_DRYBIO_ADJ","PILE_CARBON_COND","PILE_CARBON_UNADJ","PILE_CARBON_ADJ","FUEL_DEPTH","FUEL_BIOMASS","FUEL_CARBON","DUFF_DEPTH","DUFF_BIOMASS","DUFF_CARBON","LITTER_DEPTH","LITTER_BIOMASS","LITTER_CARBON","DUFF_TC_COND","DUFF_TC_UNADJ","DUFF_TC_ADJ","AVG_WOOD_DENSITY","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE","UNITCD","RSCD","PILE_TL_COND","PILE_TL_UNADJ","PILE_TL_ADJ","CONDPROP_PILE"
"480537028489998",39,3,818,2012,2012,1,391607,"247063358010661","211866526020004","480344577489998","",0.744791666667,0.75,0.75,0.725,0.625,143,192,183.1017964072,,,,114.8290512,85.523720425,8.96799192788021282958227381343587502553E01,1.89504813395643578181818181818181818182E03,1411.4160581029704,1.48000668739007889157093289064353852702E03,9.30468633772609968872727272727272727273E02,693.0052845285584664,7.26683283508528735761328049305977416768E02,18,24,22.8862275449,17,2.6677802856354,2.00083521422655,2.09820710063317959183673469387755102041E00,7.79197365188484501963041517086619720278E01,5.84398023891363376472281137814964790209E01,6.12838116105856727603585243422914411083E01,3.89598682594242250981520758543309860139E01,2.92199011945681688236140568907482395104E01,3.06419058052928363801792621711457205541E01,18,24,22.8862275449,11,5.34251857383434666666666666666666666667E01,40.0688893037576,4.20188666482104816326530612244897959185E01,1.56042700315958272552159100191421283496E03,1.17032025236968704414119325143565962622E03,1.22727461316004858004131411610521292044E03,7.8021350157979136276079550095710641748E02,5.8516012618484352207059662571782981311E02,6.13637306580024290020657058052606460218E02,29,40,38.1437125749,6,2.1533832577199172413793103448275862069E02,156.120286184694,1.63717976721154775510204081632653061225E02,6.28953804663384243385921759424679999292E03,4.55991508380953576454793275582892999486E03,4.78182617893998412985560295273740225522E03,3.14476902331692121692960879712339999646E03,2.27995754190476788227396637791446499743E03,2.39091308946999206492780147636870112761E03,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.02,835.626,417.813,1.1,17848.71,8924.355,5,8,7.628464419476,34.362004529,"",2017-07-14,"489998","",2017-07-14,"489998",7,1,6,24,143,192,183.1017964072,0.744791666667
"670707680126144",39,3,818,2012,2012,1,391807,"247063358010661","211866526020004","668295616126144","",0.744791666667,0.75,0.75,0.725,0.625,143,192,182.6072815534,,,,114.8290512,85.523720425,8.99227795404117547666237521076643403049E01,1.89504813395643578181818181818181818182E03,1411.4160581029704,1.48401466168548519605587329922323066647E03,9.30468633772609968872727272727272727273E02,693.0052845285584664,7.28651198887573231263433789918606257236E02,18,24,22.8349514563,17,2.6677802856354,2.00083521422655,2.10291864352382295918367346938775510203E00,7.79197365188484501963041517086619720278E01,5.84398023891363376472281137814964790209E01,6.14214249600106405884132216274911973379E01,3.89598682594242250981520758543309860139E01,2.92199011945681688236140568907482395104E01,3.0710712480005320294206610813745598669E01,18,24,22.8349514563,11,5.34251857383434666666666666666666666667E01,40.0688893037576,4.21132203906840081632653061224489795917E01,1.56042700315958272552159100191421283496E03,1.17032025236968704414119325143565962622E03,1.23003046932732413823002964181503001531E03,7.8021350157979136276079550095710641748E02,5.8516012618484352207059662571782981311E02,6.15015234663662069115014820907515007654E02,29,40,38.0582524272,6,2.1533832577199172413793103448275862069E02,156.120286184694,1.64085606908402877551020408163265306122E02,6.28953804663384243385921759424679999292E03,4.55991508380953576454793275582892999486E03,4.79256381257532840559629667194265091295E03,3.14476902331692121692960879712339999646E03,2.27995754190476788227396637791446499743E03,2.39628190628766420279814833597132545648E03,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.02,835.626,417.813,1.1,17848.71,8924.355,5,8,7.606557377049,34.362004529,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,6,24,143,192,182.6072815534,0.744791666667
"670704808126144",39,3,818,2012,2012,2,391507,"247063358010661","211866527020004","389119454489998","",0.255208333333,0.25,0.25,0.275,0.375,49,192,184.8625954198,,,,0,0,0,0,0,0,0,0,0,6,24,23.1297709924,0,0,0,0,0,0,0,0,0,0,6,24,23.1297709924,0,0,0,0,0,0,0,0,0,0,11,40,38.5496183206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,3,8,7.702005730659,28.08,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,6,24,49,192,184.8625954198,0.255208333333
"670704801126144",39,1,599,2012,2012,1,391507,"247063595010661","211867984020004","389119454489998","",1,1,1,1,1,192,192,184.8625954198,,,,274.06464954375,274.06464954375,2.8464607776869216737618107925418970457E02,4095.8243941554888,4095.8243941554888,4.25396106709332809807607440942306135643E03,2049.3185772503924688,2049.3185772503924688,2.12844121299095707955135778260119301676E03,24,24,23.1297709924,20,2.353923781443,2.353923781443,2.44248725044778613861386138613861386139E00,6.13091020234302707915193555418130863682E01,6.13091020234302707915193555418130863682E01,6.36157811094603205836755293146733807069E01,3.06545510117151353957596777709065431841E01,3.06545510117151353957596777709065431841E01,3.18078905547301602918377646573366903535E01,24,24,23.1297709924,8,29.1410104027328,29.1410104027328,3.02374048535286875247524752475247524753E01,7.58991941001489312434306151502336708166E02,7.58991941001489312434306151502336708166E02,7.87548073435208712308072125519256307089E02,3.79495970500744656217153075751168354083E02,3.79495970500744656217153075751168354083E02,3.93774036717604356154036062759628153545E02,40,40,38.5496183206,8,208.160381579592,208.160381579592,2.15992158312289520792079207920792079208E02,5.42163946518096495316586066335513330392E03,5.42163946518096495316586066335513330392E03,5.62562194010856561477012076752097000248E03,2.71081973259048247658293033167756665196E03,2.71081973259048247658293033167756665196E03,2.81281097005428280738506038376048500124E03,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.425,20796.27,10398.135,1.475,28056.27,14028.135,8,8,7.702005730659,30.6417547969,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,1,24,192,192,184.8625954198,1
"670704810126144",39,3,272,2012,2012,1,391507,"247063360010661","211866612020004","389119453489998","",1,1,1,1,1,192,192,191.763546798,,,,0,0,0,0,0,0,0,0,0,24,24,23.9704433498,0,0,0,0,0,0,0,0,0,0,24,24,23.9704433498,0,0,0,0,0,0,0,0,0,0,40,40,39.9507389163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,8,8,7.990147783251,28.08,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,6,24,192,192,191.763546798,1
"670706554126144",39,3,272,2012,2012,1,391707,"247063360010661","211866612020004","539092537126144","",1,1,1,1,1,192,192,191.8228782288,,,,0,0,0,0,0,0,0,0,0,24,24,23.9778597786,0,0,0,0,0,0,0,0,0,0,24,24,23.9778597786,0,0,0,0,0,0,0,0,0,0,40,40,39.963099631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,8,8,7.992619926199,28.08,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,6,24,192,192,191.8228782288,1
"670706551126144",39,3,818,2012,2012,1,391707,"247063358010661","211866526020004","539092538126144","",0.744791666667,0.75,0.75,0.725,0.625,143,192,183.0733009709,,,,114.8290512,85.523720425,8.96938779959648759087098903831356380072E01,1.89504813395643578181818181818181818182E03,1411.4160581029704,1.48023705105358785677881345523150670128E03,9.30468633772609968872727272727272727273E02,693.0052845285584664,7.2679639206731163767839740651866979033E02,18,24,22.8932038835,17,2.6677802856354,2.00083521422655,2.09756770549958931297709923664122137404E00,7.79197365188484501963041517086619720278E01,5.84398023891363376472281137814964790209E01,6.12651363468808425207582261526120848767E01,3.89598682594242250981520758543309860139E01,2.92199011945681688236140568907482395104E01,3.06325681734404212603791130763060424383E01,18,24,22.8932038835,11,5.34251857383434666666666666666666666667E01,40.0688893037576,4.20060620690792142493638676844783715011E01,1.56042700315958272552159100191421283496E03,1.17032025236968704414119325143565962622E03,1.22690062080486275365438071142873222901E03,7.8021350157979136276079550095710641748E02,5.8516012618484352207059662571782981311E02,6.13450310402431376827190355714366114505E02,29,40,38.1553398058,6,2.1533832577199172413793103448275862069E02,156.120286184694,1.63668086280137221374045801526717557251E02,6.28953804663384243385921759424679999292E03,4.55991508380953576454793275582892999486E03,4.78036899371381357504770558626340752639E03,3.14476902331692121692960879712339999646E03,2.27995754190476788227396637791446499743E03,2.3901844968569067875238527931317037632E03,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.02,835.626,417.813,1.1,17848.71,8924.355,5,8,7.62598664238,34.362004529,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,6,24,143,192,183.0733009709,0.744791666667
"670704807126144",39,3,818,2012,2012,1,391507,"247063358010661","211866526020004","389119454489998","",0.744791666667,0.75,0.75,0.725,0.625,143,192,184.8625954198,,,,114.8290512,85.523720425,8.88257263959039387556877126750662907879E01,1.89504813395643578181818181818181818182E03,1411.4160581029704,1.46590976146533448895506188963981059272E03,9.30468633772609968872727272727272727273E02,693.0052845285584664,7.19761692879479234076935387813147001025E02,18,24,23.1297709924,17,2.6677802856354,2.00083521422655,2.07611416288061821782178217821782178218E00,7.79197365188484501963041517086619720278E01,5.84398023891363376472281137814964790209E01,6.06385276275394869844505576663448613999E01,3.89598682594242250981520758543309860139E01,2.92199011945681688236140568907482395104E01,3.03192638137697434922252788331724307E01,18,24,23.1297709924,11,5.34251857383434666666666666666666666667E01,40.0688893037576,4.15764316736019453465346534653465346536E01,1.56042700315958272552159100191421283496E03,1.17032025236968704414119325143565962622E03,1.21435210344894259629700052228175375077E03,7.8021350157979136276079550095710641748E02,5.8516012618484352207059662571782981311E02,6.07176051724471298148500261140876875387E02,29,40,38.5496183206,6,2.1533832577199172413793103448275862069E02,156.120286184694,1.61994118734217140594059405940594059406E02,6.28953804663384243385921759424679999292E03,4.55991508380953576454793275582892999486E03,4.73147624537860740717448864169180062833E03,3.14476902331692121692960879712339999646E03,2.27995754190476788227396637791446499743E03,2.36573812268930370358724432084590031417E03,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.02,835.626,417.813,1.1,17848.71,8924.355,5,8,7.702005730659,34.362004529,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,6,24,143,192,184.8625954198,0.744791666667
"480537029489998",39,3,818,2012,2012,2,391607,"247063358010661","211866527020004","480344577489998","",0.255208333333,0.25,0.25,0.275,0.375,49,192,183.1017964072,,,,0,0,0,0,0,0,0,0,0,6,24,22.8862275449,0,0,0,0,0,0,0,0,0,0,6,24,22.8862275449,0,0,0,0,0,0,0,0,0,0,11,40,38.1437125749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,3,8,7.628464419476,28.08,"",2017-07-14,"489998","",2017-07-14,"489998",7,1,6,24,49,192,183.1017964072,0.255208333333
"670706552126144",39,3,818,2012,2012,2,391707,"247063358010661","211866527020004","539092538126144","",0.255208333333,0.25,0.25,0.275,0.375,49,192,183.0733009709,,,,0,0,0,0,0,0,0,0,0,6,24,22.8932038835,0,0,0,0,0,0,0,0,0,0,6,24,22.8932038835,0,0,0,0,0,0,0,0,0,0,11,40,38.1553398058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,3,8,7.62598664238,28.08,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,6,24,49,192,183.0733009709,0.255208333333
"670707681126144",39,3,818,2012,2012,2,391807,"247063358010661","211866527020004","668295616126144","",0.255208333333,0.25,0.25,0.275,0.375,49,192,182.6072815534,,,,0,0,0,0,0,0,0,0,0,6,24,22.8349514563,0,0,0,0,0,0,0,0,0,0,6,24,22.8349514563,0,0,0,0,0,0,0,0,0,0,11,40,38.0582524272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,3,8,7.606557377049,28.08,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,6,24,49,192,182.6072815534,0.255208333333
"670707707126144",39,7,120,2012,2012,1,391807,"247063873010661","211874603020004","668295616126144","",1,1,1,1,1,192,192,182.6072815534,,,,34.9869765375,34.9869765375,3.67865916301684451318006258622263210338E01,923.7502255829328,923.7502255829328,9.71264901394748844260050802845092539644E02,453.5613607612200048,453.5613607612200048,4.76891066584821682531684944196940436965E02,24,24,22.8349514563,31,3.64858186123665,3.64858186123665,3.83473399701403010204081632653061224488E00,9.3656063208047681446961779292385848198E01,9.3656063208047681446961779292385848198E01,9.84344337798868488677251353787320649427E01,4.6828031604023840723480889646192924099E01,4.6828031604023840723480889646192924099E01,4.92172168899434244338625676893660324714E01,24,24,22.8349514563,3,10.9278789010248,10.9278789010248,1.14854237429138204081632653061224489796E01,2.80509566732696836395988883816208804873E02,2.80509566732696836395988883816208804873E02,2.94821279321099736212110765643566396957E02,1.40254783366348418197994441908104402437E02,1.40254783366348418197994441908104402437E02,1.47410639660549868106055382821783198479E02,40,40,38.0582524272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.775,32380.5075,16190.25375,0.6125,9938.48625,4969.243125,8,8,7.606557377049,30.1990219665,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,4,24,192,192,182.6072815534,1
"480537162489998",39,7,891,2012,2012,1,391607,"247063870010661","211883028020004","480344577489998","",1,1,1,1,1,192,192,183.1017964072,,,,0,0,0,0,0,0,0,0,0,24,24,22.8862275449,0,0,0,0,0,0,0,0,0,0,24,24,22.8862275449,0,0,0,0,0,0,0,0,0,0,40,40,38.1437125749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,8,8,7.628464419476,28.08,"",2017-07-14,"489998","",2017-07-14,"489998",7,1,4,24,192,192,183.1017964072,1
"670704826126144",39,7,120,2012,2012,1,391507,"247063873010661","211874603020004","389119454489998","",1,1,1,1,1,192,192,184.8625954198,,,,34.9869765375,34.9869765375,3.63377971619607022182358824579816644132E01,923.7502255829328,923.7502255829328,9.59415521074533888928989914942762995223E02,453.5613607612200048,453.5613607612200048,4.71073020847596139464134048236896630655E02,24,24,23.1297709924,31,3.64858186123665,3.64858186123665,3.78585523819406851485148514851485148516E00,9.3656063208047681446961779292385848198E01,9.3656063208047681446961779292385848198E01,9.71797566752811585707088561370498702099E01,4.6828031604023840723480889646192924099E01,4.6828031604023840723480889646192924099E01,4.8589878337640579285354428068524935105E01,24,24,23.1297709924,3,10.9278789010248,10.9278789010248,1.13390268200732578217821782178217821782E01,2.80509566732696836395988883816208804873E02,2.80509566732696836395988883816208804873E02,2.91063392015709192616828069543947353968E02,1.40254783366348418197994441908104402437E02,1.40254783366348418197994441908104402437E02,1.45531696007854596308414034771973676984E02,40,40,38.5496183206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.775,32380.5075,16190.25375,0.6125,9938.48625,4969.243125,8,8,7.702005730659,30.1990219665,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,4,24,192,192,184.8625954198,1
"480537158489998",39,7,120,2012,2012,1,391607,"247063873010661","211874603020004","480344577489998","",1,1,1,1,1,192,192,183.1017964072,,,,34.9869765375,34.9869765375,3.66872397049645070301093019640558523772E01,923.7502255829328,923.7502255829328,9.68641743511389930189782505654753884888E02,453.5613607612200048,453.5613607612200048,4.7560309606409245572318321027648415748E02,24,24,22.8862275449,31,3.64858186123665,3.64858186123665,3.82614235997815102040816326530612244899E00,9.3656063208047681446961779292385848198E01,9.3656063208047681446961779292385848198E01,9.82138935996481180636899035593622395552E01,4.6828031604023840723480889646192924099E01,4.6828031604023840723480889646192924099E01,4.91069467998240590318449517796811197776E01,24,24,22.8862275449,3,10.9278789010248,10.9278789010248,1.1459690904057404081632653061224489796E01,2.80509566732696836395988883816208804873E02,2.80509566732696836395988883816208804873E02,2.94160738740096525451366678789996046555E02,1.40254783366348418197994441908104402437E02,1.40254783366348418197994441908104402437E02,1.47080369370048262725683339394998023278E02,40,40,38.1437125749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.775,32380.5075,16190.25375,0.6125,9938.48625,4969.243125,8,8,7.628464419476,30.1990219665,"",2017-07-14,"489998","",2017-07-14,"489998",7,1,4,24,192,192,183.1017964072,1
"670706576126144",39,7,120,2012,2012,1,391707,"247063873010661","211874603020004","539092538126144","",1,1,1,1,1,192,192,183.0733009709,,,,34.9869765375,34.9869765375,3.6692950089258358326290409702191851912E01,923.7502255829328,923.7502255829328,9.68792513006260586281247884759144382175E02,453.5613607612200048,453.5613607612200048,4.75677123886073947864092711416739891648E02,24,24,22.8932038835,31,3.64858186123665,3.64858186123665,3.82497640414630992366412213740458015266E00,9.3656063208047681446961779292385848198E01,9.3656063208047681446961779292385848198E01,9.81839644827370095576291426678447059987E01,4.6828031604023840723480889646192924099E01,4.6828031604023840723480889646192924099E01,4.90919822413685047788145713339223529994E01,24,24,22.8932038835,3,10.9278789010248,10.9278789010248,1.14561987461125129770992366412213740458E01,2.80509566732696836395988883816208804873E02,2.80509566732696836395988883816208804873E02,2.94071097948781416272639745883659103326E02,1.40254783366348418197994441908104402437E02,1.40254783366348418197994441908104402437E02,1.47035548974390708136319872941829551663E02,40,40,38.1553398058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.775,32380.5075,16190.25375,0.6125,9938.48625,4969.243125,8,8,7.62598664238,30.1990219665,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,4,24,192,192,183.0733009709,1
"670704828126144",39,7,891,2012,2012,1,391507,"247063870010661","211883028020004","389119454489998","",1,1,1,1,1,192,192,184.8625954198,,,,0,0,0,0,0,0,0,0,0,24,24,23.1297709924,0,0,0,0,0,0,0,0,0,0,24,24,23.1297709924,0,0,0,0,0,0,0,0,0,0,40,40,38.5496183206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,8,8,7.702005730659,28.08,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,4,24,192,192,184.8625954198,1
"670704839126144",39,9,598,2012,2012,1,391507,"247063836010661","211873449020004","389119454489998","",1,1,1,1,1,192,192,184.8625954198,,,,66.0865112375,66.0865112375,6.86380613059257708566677779761875883361E01,1928.482146747,1928.482146747,2.00293937956727390626916184108394934246E03,946.884734052777,946.884734052777,9.83443235367531487978158463972219127145E02,24,24,23.1297709924,20,2.353923781443,2.353923781443,2.44248725044778613861386138613861386139E00,6.95140481532133489994606871070197529487E01,6.95140481532133489994606871070197529487E01,7.21294281827401878727077228595610901885E01,3.47570240766066744997303435535098764744E01,3.47570240766066744997303435535098764744E01,3.60647140913700939363538614297805450942E01,24,24,23.1297709924,6,21.8557578020496,21.8557578020496,2.26780536401465156435643564356435643565E01,6.45425400879078330686391705071027318539E02,6.45425400879078330686391705071027318539E02,6.69708732793340683722117333578650128545E02,3.2271270043953916534319585253551365927E02,3.2271270043953916534319585253551365927E02,3.34854366396670341861058666789325064273E02,40,40,38.5496183206,2,52.040095394898,52.040095394898,5.39980395780723801980198019801980198021E01,1.53680324133568536682200483767552428854E03,1.53680324133568536682200483767552428854E03,1.59462356130673095488065452463757371722E03,7.68401620667842683411002418837762144268E02,7.68401620667842683411002418837762144268E02,7.97311780653365477440327262318786858608E02,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0125,522.26625,261.133125,0.725,11763.9225,5881.96125,8,8,7.702005730659,34.7425153551,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,2,24,192,192,184.8625954198,1
"480537175489998",39,9,598,2012,2012,1,391607,"247063836010661","211873449020004","480344577489998","",1,1,1,1,1,192,192,183.1017964072,,,,66.0865112375,66.0865112375,6.92981194427107355013175703765499433791E01,1928.482146747,1928.482146747,2.02220065253764362749962472425875858303E03,946.884734052777,946.884734052777,9.92900520395983021102315739611050464267E02,24,24,22.8862275449,20,2.353923781443,2.353923781443,2.46847894192138775510204081632653061225E00,6.95140481532133489994606871070197529487E01,6.95140481532133489994606871070197529487E01,7.28969924118469656697641114403284065461E01,3.47570240766066744997303435535098764744E01,3.47570240766066744997303435535098764744E01,3.6448496205923482834882055720164203273E01,24,24,22.8862275449,6,21.8557578020496,21.8557578020496,2.29193818081148081632653061224489795919E01,6.45425400879078330686391705071027318539E02,6.45425400879078330686391705071027318539E02,6.76835428237400824016498679729114990244E02,3.2271270043953916534319585253551365927E02,3.2271270043953916534319585253551365927E02,3.38417714118700412008249339864557495122E02,40,40,38.1437125749,2,52.040095394898,52.040095394898,5.45726589070515918367346938775510204083E01,1.53680324133568536682200483767552428854E03,1.53680324133568536682200483767552428854E03,1.61159272403804996081177273401452154591E03,7.68401620667842683411002418837762144268E02,7.68401620667842683411002418837762144268E02,8.05796362019024980405886367007260772955E02,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0125,522.26625,261.133125,0.725,11763.9225,5881.96125,8,8,7.628464419476,34.7425153551,"",2017-07-14,"489998","",2017-07-14,"489998",7,1,2,24,192,192,183.1017964072,1
"670706595126144",39,9,598,2012,2012,1,391707,"247063836010661","211873449020004","539092538126144","",1,1,1,1,1,192,192,183.0733009709,,,,66.0865112375,66.0865112375,6.93089057241546768385485516596957202783E01,1928.482146747,1928.482146747,2.02251540891992071094512738278481487739E03,946.884734052777,946.884734052777,9.93055065779681069074057544947344104799E02,24,24,22.8932038835,20,2.353923781443,2.353923781443,2.46772671235245801526717557251908396946E00,6.95140481532133489994606871070197529487E01,6.95140481532133489994606871070197529487E01,7.28747782166002539129206185447637104702E01,3.47570240766066744997303435535098764744E01,3.47570240766066744997303435535098764744E01,3.64373891083001269564603092723818552351E01,24,24,22.8932038835,6,21.8557578020496,21.8557578020496,2.29123974922250259541984732824427480915E01,6.45425400879078330686391705071027318539E02,6.45425400879078330686391705071027318539E02,6.7662917344066227033789664755537723979E02,3.2271270043953916534319585253551365927E02,3.2271270043953916534319585253551365927E02,3.38314586720331135168948323777688619895E02,40,40,38.1553398058,2,52.040095394898,52.040095394898,5.45560287600457404580152671755725190838E01,1.53680324133568536682200483767552428854E03,1.53680324133568536682200483767552428854E03,1.61110161687099839982357759064202546278E03,7.68401620667842683411002418837762144268E02,7.68401620667842683411002418837762144268E02,8.05550808435499199911788795321012731392E02,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0125,522.26625,261.133125,0.725,11763.9225,5881.96125,8,8,7.62598664238,34.7425153551,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,2,24,192,192,183.0733009709,1
"670704847126144",39,11,41,2012,2012,1,391507,"247063364010661","211866638020004","389119454489998","",1,1,1,1,1,192,192,184.8625954198,,,,347.92604445625,347.92604445625,3.61359205110609205392456831109928773886E02,6675.992812207992,6675.992812207992,6.93374783055935328669369268689806121302E03,3277.912470794124072,3277.912470794124072,3.40447018480464246376660310926694805559E03,24,24,23.1297709924,26,3.0601009158759,3.0601009158759,3.17523342558212198019801980198019801981E00,8.03650868542090788824522566994340462699E01,8.03650868542090788824522566994340462699E01,8.33887237853575392760494703178285945456E01,4.01825434271045394412261283497170231349E01,4.01825434271045394412261283497170231349E01,4.16943618926787696380247351589142972728E01,24,24,23.1297709924,47,171.2034361160552,171.2034361160552,1.77644753514481039207920792079207920792E02,4.49618473097564607247336598032959963881E03,4.49618473097564607247336598032959963881E03,4.6653481168935416672792946013717033876E03,2.24809236548782303623668299016479981941E03,2.24809236548782303623668299016479981941E03,2.3326740584467708336396473006858516938E03,40,40,38.5496183206,30,780.60143092347,780.60143092347,8.09970593671085702970297029702970297032E02,2.05003375768502423941526661217462372306E04,2.05003375768502423941526661217462372306E04,2.1271637406474310919873261480782234275E04,1.02501687884251211970763330608731186153E04,1.02501687884251211970763330608731186153E04,1.06358187032371554599366307403911171375E04,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.075,3060.09,1530.045,1.575,24984.3825,12492.19125,8,8,7.702005730659,30.8967460891,"",2019-06-14,"126144","",2019-06-14,"126144",7,1,6,24,192,192,184.8625954198,1
