"TRE_CN","PREV_TRE_CN","PLT_CN","STATECD","SPCD","DIA","DIAHTCD","TREE_SIZE","TREECLCD","SUBPTYP","VOLCFSND","VOLCFNET","VOLCSNET","VOLBFNET","REGIONAL_DRYBIOT","REGIONAL_DRYBIOM","REGIONAL_DRYBIOSL","DRYBIO_BG","DRYBIO_AG","DRYBIO_WDLD_SPP","DRYBIO_SAPLING","DRYBIO_STUMP","DRYBIO_BOLE","DRYBIO_SAWLOG","DRYBIO_TOP","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"211871662020004","167745561010661","247063765010661",39,471,1.41,1,"SAPLING",3,2,,,,,5.987273,,,8.53542506828663459793461912870503611198E-01,3.36560800609616787402063529064862095609E00,,3.36560800609616787402063529064862095609E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144"
"211871665020004","167745565010661","247063765010661",39,318,7.11,1,"SMALL",2,1,4.643297,4.361885,,,397.914401,352.854264,,5.39823459174362942235431201571235580555E01,2.73392661781938347399931011101802827094E02,,,1.47916781555989205997918421661259690297E01,186.663213939072,,7.19377696872674268001391689356768580637E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211872251020004","167746891010661","247063785010661",39,318,1.1,1,"SAPLING",2,2,,,,,3.277925,,,7.45835946914514024738299818357071142459E-01,2.60285376507537439309706991143630079827E00,,2.60285376507537439309706991143630079827E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144"
"211872254020004","167746895010661","247063785010661",39,314,5.8,1,"SMALL",3,1,1.927183,1.649033,,,162.095399,143.739589,,2.25226376560714085382054595729263648098E01,1.12700969234642372886275163425083578504E02,,,6.25289556192458904178102697885031647985E00,72.663617889408,,3.3784455783309783844494136446233262024E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211872259020004","167746900010661","247063785010661",39,407,20.4,1,"LARGE",2,1,86.777485,76.93674,65.396229,401.934642,5116.611641,4628.816833,3934.49430805,9.66538884644815547314706966190709052412E02,5.06433006996571570671179339323707969585E03,,,2.01109510869875325682797725798737646543E02,4089.3438563328,3.23967604218891619649428187284093372904E03,7.73876702763040381028995667438342049303E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211872266020004","167746907010661","247063785010661",39,318,6.9,1,"SMALL",2,1,4.617107,4.477195,,,371.373409,329.318795,,5.41827201533867939618741104697663638015E01,2.73964990187507588723311312242867794971E02,,,1.50204441535963488008817378398136156308E01,185.610360853632,,7.33341851802792399224295744030541793396E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211872274020004","167746915010661","247063785010661",39,318,5.2,1,"SMALL",2,1,1.593049,1.544774,,,190.395189,168.83469,,2.07274198578718152896544227247278562118E01,1.02931673635039453755437541008861493054E02,,,6.398766965745176803887902411208169875,64.041487396224,,3.24914192730702769515496385976533231791E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211866222020004","167756623010661","247063334010661",39,314,2.3,1,"SAPLING",2,2,,,,,19.627285,,,3.85679884336303588886418674570965816934E00,1.73561299416299285046550026614838060769E01,,1.73561299416299285046550026614838060769E01,,,,,"",2019-06-13,"126144","",2019-06-13,"126144"
"211866223020004","167756624010661","247063334010661",39,314,2.5,1,"SAPLING",2,2,,,,,24.028433,,,4.67220340356961913181624827989518148939E00,2.13415435013472523374536680881758028487E01,,2.13415435013472523374536680881758028487E01,,,,,"",2019-06-13,"126144","",2019-06-13,"126144"
"211866224020004","167756625010661","247063334010661",39,314,8,1,"SMALL",2,1,5.696196,5.350972,,,348.515498,309.049332,,6.00190343511463084121522481116063279235E01,3.05757477802847443942546794891745070361E02,,,1.47138027249531593387163369325444008147E01,214.772654992896,,7.62710200849982846038304579592006695459E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211866225020004","167756626010661","247063334010661",39,314,6.3,1,"SMALL",2,1,2.814901,2.701168,,,197.358999,175.009913,,3.19306300691672085731912604237964448329E01,1.60610767950288726755581025892147373303E02,,,8.58984527382034071502058555155342326152E00,106.134648686976,,4.58862739894923860405604403405939500405E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211866764020004","167756035010661","247063366010661",39,402,15.5,1,"LARGE",2,1,45.371399,40.330133,33.877311,187.750074,2154.342152,1948.956832,1.63712370408594367888645445329922418059E03,4.81992683184792484142151798302319051963E02,2.51116355784604678751775667756205986284E03,,,1.0382903554111957006965242061369075404E02,1970.4980071296,1.53963349706210213936911279392380494327E03,4.36836515175327217448104256948369108798E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211866766020004","167756037010661","247063366010661",39,541,6.5,1,"SMALL",3,1,3.268777,2.66839,,,278.52478,246.984417,,3.82499949563068836419329498653220526744E01,1.92753394415547087035406363604937826631E02,,,1.46681175252034394073240724140115171728E01,128.502161424,,4.95831154663436476280822911909263094584E01,"",2019-06-13,"126144","",2019-06-13,"126144"
