"TRE_CN","PREV_TRE_CN","PLT_CN","STATECD","SPCD","DIA","DIAHTCD","TREE_SIZE","TREECLCD","SUBPTYP","VOLCFSND","VOLCFNET","VOLCSNET","VOLBFNET","REGIONAL_DRYBIOT","REGIONAL_DRYBIOM","REGIONAL_DRYBIOSL","DRYBIO_BG","DRYBIO_AG","DRYBIO_WDLD_SPP","DRYBIO_SAPLING","DRYBIO_STUMP","DRYBIO_BOLE","DRYBIO_SAWLOG","DRYBIO_TOP","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"211866812020004","167746341010661","247063371010661",39,931,5.6,1,"SMALL",2,1,2.163039,2.075644,,,163.009287,144.549988,,2.09882343165594465319115211306037377658E01,1.04776554710306302657912176274973588186E02,,,6.81100213004941252286747960644937317125E00,66.811948632,,3.1153603948256890135044696668524215015E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211866816020004","167746345010661","247063371010661",39,762,5.4,1,"SMALL",2,1,2.15038,2.041775,,,149.24731,132.346428,,2.25770418962116332812817711093657714951E01,1.1242343276935831542746253934858570633E02,,,8.49451832558347863554066535500810706543E00,70.84363258752,,3.3085281856254836791921873993577599265E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211866821020004","","247063371010661",39,681,7.84,1,"SMALL",3,1,4.8181,3.92402,,,332.151827,294.538696,,5.07226902848691836544365703172537537462E01,2.58151746234946000620988321961945223373E02,,,1.7200224462457499146134141855074495289E01,180.49429000512,,6.04572317673685014748541801068707280839E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211867025020004","167761111010661","247063390010661",39,316,6.7,1,"SMALL",2,1,3.672653,3.524263,,,228.504707,202.628656,,3.6576994579327458877277407841348036432E01,1.84643022383822266545441992516682237863E02,,,9.67115383901058268568787943711279506549E00,124.12039316352,,5.08514753812916838597541130795694427977E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211867067020004","167761153010661","247063390010661",39,316,5,1,"SMALL",2,1,1.008782,0.968024,,,113.850486,100.957968,,1.12199525075240044447347517961288809118E01,5.55533461173086715767874881314785938506E01,,,3.24778345400214190445435303056717854695E00,34.09263506688,,1.82129275964265296723331351009114153037E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211867305020004","167742858010661","247063437010661",39,407,13.2,1,"LARGE",2,1,29.504705,26.524431,21.484789,104.306996,1627.51827,1461.789683,1.18404963716778267552657397250105006965E03,3.48650637790144078779977294265727844337E02,1.80895385256934110878814666375811454362E03,,,8.68883285068397300489214537808911203562E01,1390.3938806784,1.05787925596301311361233410792036002546E03,3.31671643384101378739225209977223423264E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211867308020004","167742861010661","247063437010661",39,975,1.5,1,"SAPLING",2,2,,,,,6.957154,,,9.25920775119132709276717306233235268123E-01,3.73445503548626435628159588543908333901E00,,3.73445503548626435628159588543908333901E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144"
"211867356020004","167757526010661","247063444010661",39,681,5.6,1,"SMALL",3,1,1.632518,1.396897,,,149.105434,132.220618,,1.92117710251183468120336892845666174038E01,9.59081715753003398827796330271277341831E01,,,7.54108270682481017983583521429913815041E00,61.1569243748736,,2.72101644936019297029437978128285960327E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211874922020004","167759976010661","247063888010661",39,318,8.5,1,"SMALL",2,1,8.907955,8.368079,,,596.794493,529.213019,,9.84724222767803502855440411518520685764E01,5.03034465019949119926458382696186134563E02,,,2.51545978806326034583101752127257374146E01,358.10492198208,,1.19774945157236516468148207483460397148E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211876103020004","167757080010661","247063921010661",39,762,5.6,1,"SMALL",2,1,2.514462,2.387469,,,163.009287,144.549988,,2.60227058180617642217049695089467933243E01,1.29909425382445172411705925837253754407E02,,,9.64074072139625898880839378074192503709E00,82.838206309248,,3.74304783518009134228975320565118293702E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211876106020004","","247063921010661",39,931,3.42,1,"SAPLING",2,2,,,,,51.39546,,,6.35750183344694160902438346257362227036E00,3.03562560274931435098939835130424280258E01,,3.03562560274931435098939835130424280258E01,,,,,"",2019-06-13,"126144","",2019-06-13,"126144"
"31283418020004","73998803010538","222444639010661",39,500,1.28,1,"SAPLING",3,2,,,,,4.734761,,,6.86981737344149504850908517371346540257E-01,2.60095580481902152854221397739832870338E00,,2.60095580481902152854221397739832870338E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144"
"211877467020004","167744167010661","247063966010661",39,762,12.1,1,"LARGE",2,1,25.226131,22.678037,16.691035,80.459092,1064.868723,956.434187,7.03935551847523002101107781065883259649E02,2.11587486155747789085450859033477555779E02,1.09502166677579928779695097698378947485E03,,,5.56998407549202206861990358012614861773E01,831.067418860224,5.49895246112107058540636429047616456502E02,2.08254407160655067110751941182527988672E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211876110020004","167757084010661","247063921010661",39,762,6.4,1,"SMALL",2,1,4.027236,3.82384,,,225.351377,199.832412,,3.97001890544777224604875646489416716512E01,1.99879355469031662205357679798551762621E02,,,1.38875532095856737125677177894085016298E01,132.676097958144,,5.33157043013019884927899620091432609906E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211875285020004","167748360010661","247063898010661",39,318,11.6,1,"LARGE",2,1,20.939909,18.824766,13.855028,64.529448,1195.389747,1073.664383,7.90216998663766869665205931377845546659E02,2.16009413025382668293915046865092691037E02,1.11643464446541742983773763371531316459E03,,,4.86998976179740163294783598256717972146E01,841.796403187584,5.80698400954028030590274613244581950454E02,2.25938343659859413508259273889641367377E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211877472020004","167744172010661","247063966010661",39,316,6.4,1,"SMALL",2,1,2.965111,2.845308,,,204.897897,181.695099,,2.99850022613199546174177339987985652323E01,1.50966105413397398127380773962937245828E02,,,8.04381053424912598322639633630700143921E00,100.20841693824,,4.27138779409082721441543776266302443889E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211877478020004","167744177010661","247063966010661",39,833,15.7,1,"LARGE",2,1,39.732005,35.317338,29.666564,155.36569,2504.208298,2265.468309,1.90299338469168531331551658848127228615E03,4.21317387822443021529059964860985041222E02,2.19571069607785333254838452942091341407E03,,,8.64528581923400240630870673843998282153E01,1725.576869952,1.348266268156190587031264208784438956E03,3.83680967933513308485297462036513585855E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211877482020004","167744181010661","247063966010661",39,762,12,1,"LARGE",2,1,24.187214,21.744061,16.003629,75.242065,1043.650267,937.376386,6.89909024579391770470106756966879369958E02,2.03181865296937390890862952232355617831E02,1.05125268701413003828930851851532122491E03,,,5.36902495728193281049694383551755959972E01,796.840605814656,5.27248280747230700382907760624962868039E02,2.00721831626654710184339080160145628916E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211877483020004","167744182010661","247063966010661",39,762,11.1,1,"LARGE",2,1,20.145667,18.110751,13.329513,53.286934,863.850389,775.885352,5.71051630382062897336504709274618153604E02,1.71771143027021839387120862472530431864E02,8.86515765025528048622982359471666958799E02,,,4.70314583502568757833238660090852402673E01,663.693036197568,4.3914516286799643929949073331908649285E02,1.75791270477703172839658493462581718532E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211877487020004","167744186010661","247063966010661",39,762,9.8,1,"SMALL",2,1,14.828746,13.480678,,,633.362764,561.640271,,1.29807725014178160681241674906790784856E02,6.66976377677688820123906163824856143639E02,,,3.76034116854916460601875568481267581064E01,488.528647661184,,1.40844318331013174063718606976729385533E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211877493020004","167744192010661","247063966010661",39,316,6,1,"SMALL",2,1,2.554405,2.451197,,,175.718678,155.820158,,2.64252259410604984189278036985900638543E01,1.32518703466827521366390113983198939298E02,,,7.23363173920007935240109767309381615739E00,86.3282626752,,3.89568090524274420139890163101051231411E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211877503020004","167744203010661","247063966010661",39,762,6.7,1,"SMALL",2,1,5.032447,4.778283,,,251.832133,223.314466,,4.88573261092450652987705855034330031838E01,2.46634926192148419267869950719729055387E02,,,1.6754051086555742475429974677143828003E01,165.792476810688,,6.40883982949046767924399760425852273842E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211877506020004","167744206010661","247063966010661",39,817,9,1,"SMALL",2,1,8.503796,7.908531,,,545.693582,483.898815,,1.00814222167805242353635125052510920015E02,5.16255541392189143876900363396555655192E02,,,2.65836725183377993457338368893671665029E01,371.9212599158784,,1.17750608957972944531166526507188488689E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211869415020004","167750840010661","247063677010661",39,318,12.3,1,"LARGE",2,1,24.510266,22.034482,16.217379,80.878694,1357.422486,1219.197488,8.97329364890173138628809154669485763269E02,2.50118892263202773421989735559129494535E02,1.29507489640837221362311940982031569886E03,,,5.50601298253513461620385556043261021239E01,985.326811113216,6.80239964307169313263167627303185968339E02,2.54687955469804867461080854215989596737E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211869539020004","167750767010661","247063681010661",39,762,2.06,1,"SAPLING",2,2,,,,,15.02212,,,1.92067994197867142365311096925124815334E00,8.45253441668765653334234167338457605284E00,,8.45253441668765653334234167338457605284E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144"
"211869792020004","167751886010661","247063693010661",39,711,7.87,1,"SMALL",3,1,4.854911,3.954,,,335.185284,297.228642,,5.01757456401514982971514072829843219927E01,2.55414650224077095494405148452007248346E02,,,1.67392956637420842638470252075950187133E01,178.738403376,,5.99369511843350112305581232444122296326E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211869842020004","167751721010661","247063695010661",39,316,5,1,"SMALL",2,1,0.920038,0.882864,,,113.850486,100.957968,,1.02329171863865235514956368898402462933E01,5.06662385481466120332880711645422921197E01,,,2.96207128344203468488769035682334321586E00,31.09345704192,,1.66107102227845773484003808077189489039E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211869848020004","167751727010661","247063695010661",39,931,12,1,"LARGE",2,1,20.54824,18.47266,13.595878,64.849828,1043.650267,937.376386,6.89909032274556452617002640659222873154E02,1.61837031664624710394401666318113670291E02,8.3733661046565856009683374784276875942E02,,,3.74598078209072323203200234228382576212E01,634.69403712,4.19960201062988533003026592780483236227E02,1.65182765524751327776513724419930501799E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211869860020004","167751741010661","247063695010661",39,316,6,1,"SMALL",2,1,2.448658,2.349722,,,175.718678,155.820158,,2.53312771085185465646578823440222472855E01,1.27032707575218082024574052950049795669E02,,,6.93417458360995531518759438147144156245E00,82.75445398272,,3.73440790088881267093864585685783541061E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211870097020004","167745781010661","247063707010661",39,802,11.42,1,"LARGE",2,1,15.702825,14.116681,10.389878,47.286875,902.149564,810.28456,5.9636948116088193818362829053089745387E02,1.73910664765811571188382606133855844584E02,8.98397333743684256183892781919933084934E02,,,4.21173943061995052227616934837034106212E01,675.708890688,4.66125902336618655520861099924745867959E02,1.80571048749484750961131088436229674313E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211870368020004","167753735010661","247063721010661",39,261,13.4,1,"LARGE",2,1,19.349954,18.575956,16.606905,70.363783,819.412093,691.60556,6.18295383149690923040515384511031356879E02,1.53399431989916931667955269828077298592E02,6.74850164057615527434965199852233655086E02,,,2.88194546657501618218099318980497447595E01,553.24769278272,4.82721442620710734352357614645011817203E02,9.27830166091453656131552679541839103258E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211870376020004","167753745010661","247063721010661",39,261,10.6,1,"LARGE",2,1,11.806496,11.452302,9.632531,37.468389,471.068244,397.594104,3.34416393507368562233165000364118934342E02,9.53312841856391185069937307712297768038E01,4.16315533449188742384117259618077371626E02,,,1.9946843925704616778412552976277771795E01,337.56755555328,2.78949150885389838807014034990510256383E02,5.88011339702041256057047066417995998313E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211870576020004","167753804010661","247063725010661",39,541,11.58,1,"LARGE",2,1,19.392011,17.82498,13.119185,58.449858,991.652712,890.67369,6.55535821849037137769579545110289043803E02,1.95684382468168026458116960752275267865E02,1.01132994907928235552419266784277244479E03,,,5.80037448390047712223059229919596442938E01,762.338736432,5.15751151676159876722425944338855484938E02,1.90987467808277584301886744850812800499E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211870814020004","167761933010661","247063729010661",39,806,10.3,1,"SMALL",2,1,13.621295,12.667804,,,758.386605,672.506315,,1.68933551667169438213316377190316095481E02,8.69611277005083257767930646926699737337E02,,,4.39624301404815975985613513118797740059E01,642.7464126096,,1.82902434255001660169369295614819963331E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211870819020004","167761938010661","247063729010661",39,318,10.2,1,"SMALL",3,1,12.990723,10.554963,,,894.836076,793.504141,,1.37547222850857736165107064477904704538E02,7.07795140859604111212370676857331091257E02,,,3.26670412168611106212644451964417352508E01,522.234547256448,,1.52893552386295000591106231660889356006E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"211870828020004","167761947010661","247063729010661",39,701,1.4,1,"SAPLING",3,2,,,,,5.884762,,,8.399535300143154567506356055709368194E-01,3.30291006850892665574738587057399564909E00,,3.30291006850892665574738587057399564909E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144"
"211871078020004","167746764010661","247063743010661",39,972,5.1,1,"SMALL",3,1,1.143848,0.978757,,,119.345689,105.830891,,1.21486405149978372673125580076862126572E01,6.02423985974528938852638060999366474199E01,,,4.35088738753263284636460324984323278215E00,37.22978168832,,1.86617295216002610388992028500934146378E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"211871082020004","167746768010661","247063743010661",39,316,18.78,1,"LARGE",2,1,64.270733,54.33196,46.182166,266.430501,2691.259326,2434.686731,2069.48372135,5.1821586268988039011864609519086087057E02,2.71107173201175423002062637426991994178E03,,,9.69950252717322117355763883578529134441E01,2172.08340915072,1.66732716206710715270066976828315245606E03,4.4199329758930201828504998591206702834E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"334953056489998","224921085010661","171867816020004",39,833,15.2,1,"LARGE",2,1,36.827886,32.735899,27.498155,141.914467,2297.651357,2078.603581,1.74602699788061586455896628957707866828E03,3.92335765048096808117719573622116624948E02,2.04309776464786242333305670218403813461E03,,,8.15903300777534782380705812296185323647E01,1599.4498201344,1.24971785822687430103893032772878126365E03,3.62057614435708945094986120954419602244E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"334953212489998","224921252010661","171867817020004",39,544,7.5,1,"SMALL",2,1,6.13592,5.826025,,,298.8839,265.038055,,6.61226998000163667899966162500746574606E01,3.3579999858161579036124380100887730356E02,,,2.29409732815001856987729079071895747534E01,232.3324383744,,8.0526586925715604662470893101687728807E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334953214489998","224921254010661","171867817020004",39,762,14.6,1,"LARGE",2,1,40.764774,35.82359,29.017108,157.610728,1679.274502,1508.275629,1.2217032637002860963962573265270175323E03,3.31400878125695455776322271977296190627E02,1.72406235888728776282789145254577602455E03,,,8.0030251921023721431817820673868467329E01,1342.983413056896,9.56156365650369849802650388019708699855E02,3.01048693909368041396073631871907557223E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"334953263489998","224921326010661","171867818020004",39,318,5.7,1,"SMALL",2,1,2.55071,2.473416,,,237.364005,210.48472,,3.19930024997066095029195294726970194202E01,1.59905185962995032821021533250664004252E02,,,9.54217634498327573554460282559063613304E00,102.54001120896,,4.78229984090517570854769304250733681193E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334954677489998","224927857010661","171867881020004",39,541,5.2,1,"SMALL",2,1,1.794759,1.740372,,,167.573257,148.597131,,2.28357412557277460966539195870355773186E01,1.13401527168664869590568327587881910895E02,,,9.63491520292497364186017728900766725795E00,70.555565808,,3.32110461577398959487081502988742436375E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334954682489998","224927862010661","171867881020004",39,316,7.3,1,"SMALL",2,1,5.012522,4.658101,,,280.259554,248.522744,,4.85997105921899149294261673579521376934E01,2.46471834207282522244122978267235756778E02,,,1.25030584012254961342124140928789997268E01,169.40239150848,,6.45663842975770261099105641743567570512E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334954693489998","224927872010661","171867881020004",39,762,8,1,"SMALL",2,1,8.188366,7.609391,,,387.164983,343.322119,,7.53863773608513112549746232573528296925E01,3.8404397624413534125954237270910000856E02,,,2.39127810215527448003082223552041760782E01,269.763294113664,,9.03679011089185964592341503538958324818E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334954705489998","224927884010661","171867881020004",39,318,14.3,1,"LARGE",2,1,33.605746,29.532322,23.921181,127.457081,1877.180801,1686.029324,1.36568376271637712740637190668583391445E03,3.34432117144968688289812201662150829029E02,1.73891194933722479657894429110385830193E03,,,6.92109907721550906655836775263856028959E01,1350.970346109696,1.00503250929083332425328736814150568096E03,3.18730612455373705913360613577472699035E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"334954712489998","224927891010661","171867881020004",39,318,13.3,1,"LARGE",2,1,28.319344,24.886696,20.158224,100.337322,1606.781712,1443.164708,1.16896342739745734025922926852162295871E03,2.85116166634561989393749844349014682981E02,1.47961966716667321124433101571008485103E03,,,6.07891214726044617277947687218954938742E01,1138.453940742144,8.46726164133242124951224111690412693399E02,2.80376604951924749516536246988189357151E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"334955225489998","224993173010661","171867896020004",39,901,7,1,"SMALL",2,1,4.469994,4.199085,,,238.532421,211.520824,,5.70227467321776766147227742098559480632E01,2.88550282510054369333215469450156219204E02,,,2.37377952347023540079155691884671497837E01,196.2255846096,,6.85869026657520153252999002616890694198E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334955226489998","224993177010661","171867896020004",39,901,6.2,1,"SMALL",2,1,3.348395,3.213106,,,171.865048,152.402916,,4.44693714537956396669784166358173937139E01,2.23463405881952125181811791302489106121E02,,,1.95148373121276741139229092023754838855E01,146.989183068,,5.69593855018244510678888821001136222348E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334959112489998","224994631010661","171868007020004",39,316,7.5,1,"SMALL",2,1,5.747447,5.341061,,,298.8839,265.038055,,5.52813891290285519407261445530271611503E01,2.80743079869115438797538734005833726473E02,,,1.40989087706487162626609469551837547005E01,194.23979922048,,7.24043718779867225348777870506499717716E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334959114489998","224994633010661","171868007020004",39,316,11.2,1,"LARGE",2,1,18.265697,16.420677,12.085619,47.797809,782.798633,703.087018,5.17472076418904165766125233448048457442E02,1.59482335138921894607869248579512432031E02,8.2333815084481690521470138033437306342E02,,,3.56352730110862791922943279802018409914E01,617.30457330048,4.30212231794602958747955992229837844568E02,1.70398304533250626022407052354171222429E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"334959119489998","224994638010661","171868007020004",39,762,12.33,1,"LARGE",3,1,22.935946,18.255141,,,1114.626752,1001.125405,,1.91725075310083984172101142270448523774E02,9.92793769186077572633427242730402894998E02,,,5.00384744607549003137191585881713874786E01,755.617951929984,,1.87137342795338672319708084142231507519E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"334959120489998","224994639010661","171868007020004",39,316,6.1,1,"SMALL",2,1,2.545315,2.442474,,,182.770386,162.073325,,2.61748523999594298400574613811360671041E01,1.31399488771726660333269036567079226137E02,,,7.12823866291166042594934106436925770039E00,86.0210584896,,3.82501916192149999073196955027099684369E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334959121489998","224994640010661","171868007020004",39,316,6.3,1,"SMALL",2,1,2.974535,2.854352,,,197.358999,175.009913,,3.02435404544291690896446552429251311057E01,1.52124723107544401515486213148017137141E02,,,8.15345006574059799285398377237702241076E00,100.5269089344,,4.344436410740380352263222937564011473E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334959123489998","224994641010661","171868007020004",39,762,6.7,1,"SMALL",2,1,4.91287,4.664745,,,251.832133,223.314466,,4.76964172145929810993282286732976816948E01,2.40774583386893136593100780751875833832E02,,,1.63559546601498456983780772439530109868E01,161.85304794048,,6.25655807862632908947227035079228228453E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334959127489998","224994646010661","171868007020004",39,316,16.1,1,"LARGE",2,1,44.638874,38.71739,32.522608,171.725685,1865.429694,1687.587992,1.41757393071493548506239702624582907061E03,3.67055206227836418677845912676102727184E02,1.91403385539444157437197081793529949522E03,,,7.24682222037200988756014469340985511626E01,1508.60824348416,1.17436208813290610314501653064111849596E03,3.32957389706561475496369371001200944052E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"334959137489998","224994664010661","171868007020004",39,316,15.5,1,"LARGE",2,1,39.925351,34.629131,29.08847,149.528525,1704.18267,1541.713537,1.29503936929917155587877732190276446729E03,3.30047489630084853267598585203837811591E02,1.71953487517959477305927712061191825455E03,,,6.60205627610867071909596796858928755336E01,1349.31077433984,1.0483697111104659148366575994882147805E03,3.04203538078668065868317440926025379014E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"334959139489998","224994666010661","171868007020004",39,762,5.2,1,"SMALL",2,1,1.532734,1.455323,,,136.193015,120.770412,,1.63431676477434967827062026713699842171E01,8.11596238227111266171615371437454273251E01,,,6.24797061939677464902257486088143898918E00,50.495467940736,,2.4416185262578351968138962282863988336E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334959146489998","224994677010661","171868007020004",39,762,5.7,1,"SMALL",2,1,2.607362,2.475677,,,170.159113,150.890162,,2.68008507984593026389204674368388950153E01,1.33954136718909691845869392221545985276E02,,,9.85432876541405486563881080680803192933E00,85.898769310848,,3.82010386426476369802305814147379533465E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334961949489998","224928296010661","171868127020004",39,602,7.51,1,"SMALL",2,1,5.142642,4.830967,,,299.833391,265.880024,,5.10790531099440115590033564969786715335E01,2.59419084305612904432513109150556083755E02,,,1.64263122580095261435493690570863618506E01,179.5440316176,,6.34487404300033782889637400934697219037E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334962298489998","224920823010661","171868139020004",39,651,6.9,1,"SMALL",2,1,4.031537,3.868647,,,270.453512,239.827146,,3.715902803557909624851901683964357032E01,1.87887812245772034871973708666489931406E02,,,1.12483216985101967310716264263589473463E01,127.2933618528,,4.93461286944618381409020822401309840603E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334962300489998","224920825010661","171868139020004",39,833,6.1,1,"SMALL",2,1,2.870131,2.784027,,,200.029003,177.377563,,3.79293157372083503594689608426101303314E01,1.9040767149992826010540484685749337625E02,,,1.13613189131292670618647825851554423565E01,124.6509373824,,5.43954152043989930435400642723379338942E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334947749489998","224926178010661","171867303020004",39,802,6.2,1,"SMALL",2,1,2.728417,2.618178,,,171.865048,152.402916,,3.55196112682691738328044431031635246885E01,1.78489892034057777772751587562828359654E02,,,1.09521521868113208225328013654059974134E01,117.40662106368,,5.01311187835664569502187861974223622409E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334947881489998","224925883010661","171867304020004",39,832,6.1,1,"SMALL",2,1,2.478493,2.379353,,,200.140084,177.476065,,3.26690386578191845613605350882444971024E01,1.64000732944261786309205028474502682343E02,,,9.64571099672899571481944758725885887337E00,107.36355805344,,4.699146389409279059438558088724382347E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"334947900489998","224925900010661","171867304020004",39,318,6,1,"SMALL",2,1,2.742134,2.659039,,,268.049323,237.695209,,3.37432304333349987108922202684500257692E01,1.69217442370466096747929725505279588575E02,,,9.87030464439033845837959083021402246461E00,110.235366269184,,4.91117714568917582895501346750655661099E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"530822882126144","31293231020004","375549959489998",39,316,1.09,1,"SAPLING",2,2,,,,,3.206088,,,6.67009443385424354754026241157044278898E-01,2.31424898830354348733397013227723539621E00,,2.31424898830354348733397013227723539621E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144"
"334948671489998","224923242010661","171867382020004",39,743,5.2,1,"SMALL",2,1,1.538702,1.492075,,,113.787857,100.902431,,1.38275078609297091767992038753611470725E01,6.8666941475912925070185190852131291504E01,,,3.66401422160330347800202857229633284463E00,42.722836535808,,2.22800907185016215921831622798349586594E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"530822480126144","31287646020004","375549951489998",39,316,17.1,1,"LARGE",2,1,51.571205,43.596276,37.056835,202.70716,2153.151117,1947.879345,1.65569746112197920299431079847278698759E03,4.20663609645509014277762242482356691906E02,2.19650540145674213317484862356966889782E03,,,8.13398167509729297318502290015015557209E01,1742.8921927872,1.34004288325322653313287349165228214486E03,3.72273391918569203442998394568167342101E02,"",2019-06-13,"126144","",2019-06-13,"126144"
"530822481126144","31287647020004","375549951489998",39,316,8.6,1,"SMALL",2,1,8.595133,7.987396,,,413.987096,367.106874,,7.9637197889975925666208688554607730937E01,4.0702501379843163527716711512650893561E02,,,1.94268076612589325703031714440559402214E01,290.47973964672,,9.71184664904527027068639436824529953885E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"530824074126144","31284737020004","375549978489998",39,317,7.9,1,"SMALL",2,1,6.733816,6.257688,,,375.531965,333.006433,,5.76220955399524621671942076286399425275E01,2.9337262380903237242167239938275749592E02,,,1.3083952322473891824656106747161294994E01,205.481371699968,,7.48072997865904805970162926355962009264E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"530824076126144","31284739020004","375549978489998",39,317,5.8,1,"SMALL",2,1,2.159382,2.072135,,,177.489979,157.390876,,2.04240996367954596329138990881798150076E01,1.02200100181927714732966403775064201499E02,,,5.11557480484527096806471868579911442752E00,65.893213503936,,3.11913118731464437649016850892650870719E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"530824077126144","31284740020004","375549978489998",39,317,5.8,1,"SMALL",2,1,2.35885,2.263542,,,177.489979,157.390876,,2.23107293791718973090907263578898761918E01,1.11640601947288710333724093997639228125E02,,,5.58811439032522611701841622834553639298E00,71.9799492048,,3.40725383521634842167056777692936917319E01,"",2019-06-13,"126144","",2019-06-13,"126144"
"530824079126144","31284742020004","375549978489998",39,317,8,1,"SMALL",2,1,7.07278,6.572684,,,387.164983,343.322119,,6.03130621252993549891244602029824107451E01,3.07255355794403363569289364677109063975E02,,,1.36391574075033862050786052459694759334E01,215.82480663744,,7.7791391749459977364210759431139588042E01,"",2019-06-13,"126144","",2019-06-13,"126144"
