"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SMPLNNBR","MEASYEAR","FORFLTHK","LTRLRTHK","FORFLTHKN","LTRLRTHKN","FORFLTHKS","LTRLRTHKS","FORFLTHKE","LTRLRTHKE","FORFLTHKW","LTRLRTHKW","CONDID","VSTNBR","TXTRLYR1","TXTRLYR2","DPTHSBSL","SOILS_STATCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"56707298010538","59873691010538",2004,39,53,3579,2,2004,0.975,0.975,0.7,0.7,2.5,2.5,0,0,0.7,0.7,1,1,2,2,6,1,"",2006-08-16,"10538","",,""
"56707299010538","59873691010538",2004,39,53,3579,3,2004,0.55,0.425,1.3,1.1,0.2,0.1,0.1,0,0.6,0.5,1,1,,,5,1,"",2006-08-16,"10538","",,""
"56707300010538","59873691010538",2004,39,53,3579,4,2004,0.725,0.7,1.8,1.7,0.7,0.7,0.2,0.2,0.2,0.2,1,1,,,6,1,"",2006-08-16,"10538","",,""
"56709547010538","59875046010538",2004,39,59,2535,2,2004,0.9,0.9,0.8,0.8,1.2,1.2,0.8,0.8,0.8,0.8,2,1,1,2,3,1,"",2006-08-16,"10538","",,""
"56709548010538","59875046010538",2004,39,59,2535,3,2004,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"56709549010538","59875046010538",2004,39,59,2535,4,2004,0.5,0.5,0.4,0.4,0.4,0.4,0.8,0.8,0.4,0.4,2,1,,,6,1,"",2006-08-16,"10538","",,""
"56708558010538","59875667010538",2004,39,61,2063,2,2004,0.3,0.3,0.4,0.4,0.4,0.4,0,0,0.4,0.4,1,1,1,2,7,1,"",2006-08-16,"10538","",,""
"56708559010538","59875667010538",2004,39,61,2063,3,2004,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0,0,1,1,,,9,1,"",2006-08-16,"10538","",,""
"56708560010538","59875667010538",2004,39,61,2063,4,2004,0.2,0.2,0.4,0.4,0,0,0,0,0.4,0.4,1,1,,,12,1,"",2006-08-16,"10538","",,""
"56708406010538","59877102010538",2004,39,73,5262,2,2004,1.1,1.1,0.8,0.8,1.2,1.2,1.2,1.2,1.2,1.2,1,1,2,2,9,1,"",2006-08-16,"10538","",,""
"56708407010538","59877102010538",2004,39,73,5262,3,2004,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.8,1,1,,,14,1,"",2006-08-16,"10538","",,""
"56708408010538","59877102010538",2004,39,73,5262,4,2004,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,1,,,5,1,"",2006-08-16,"10538","",,""
"56709661010538","59877582010538",2004,39,75,1717,2,2004,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,1,1,2,5,1,"",2006-08-16,"10538","",,""
"56709662010538","59877582010538",2004,39,75,1717,3,2004,0.9,0.9,0.8,0.8,1.2,1.2,0.8,0.8,0.8,0.8,2,1,,,3,1,"",2006-08-16,"10538","",,""
"56709663010538","59877582010538",2004,39,75,1717,4,2004,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1,1,,,3,1,"",2006-08-16,"10538","",,""
"56711430010538","59878049010538",2004,39,77,3789,2,2004,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"56711431010538","59878049010538",2004,39,77,3789,3,2004,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"56711432010538","59878049010538",2004,39,77,3789,4,2004,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"56709410010538","59879090010538",2004,39,81,5147,2,2004,1,0.775,1,0.8,0.9,0.7,1.3,1,0.8,0.6,1,1,2,2,20,1,"",2006-08-16,"10538","",,""
"56709411010538","59879090010538",2004,39,81,5147,3,2004,0.325,0.25,0.6,0.5,0.2,0.2,0.3,0.2,0.2,0.1,1,1,,,12,1,"",2006-08-16,"10538","",,""
"56709412010538","59879090010538",2004,39,81,5147,4,2004,0.6,0.5,0.6,0.6,0.7,0.5,0.5,0.4,0.6,0.5,1,1,,,5,1,"",2006-08-16,"10538","",,""
"56709582010538","59880373010538",2004,39,89,1536,2,2004,1.8,1.4,2,1.6,1.6,1.2,1.6,1.2,2,1.6,1,1,2,2,4,1,"",2006-08-16,"10538","",,""
"56709583010538","59880373010538",2004,39,89,1536,3,2004,1.5,1.1,1.6,1.2,1.2,0.8,1.6,1.2,1.6,1.2,1,1,,,4,1,"",2006-08-16,"10538","",,""
"56709584010538","59880373010538",2004,39,89,1536,4,2004,1.2,0.8,1.2,0.8,1.2,0.8,1.2,0.8,1.2,0.8,1,1,,,9,1,"",2006-08-16,"10538","",,""
"56711388010538","59882113010538",2004,39,103,4704,2,2004,0.4,0.4,0.5,0.5,0.3,0.3,0.4,0.4,0.4,0.4,1,1,2,2,4,1,"",2006-08-16,"10538","",,""
"56711389010538","59882113010538",2004,39,103,4704,3,2004,0.675,0.5,0.5,0.4,0.6,0.5,1.1,0.9,0.5,0.2,1,1,,,11,1,"",2006-08-16,"10538","",,""
"56711390010538","59882113010538",2004,39,103,4704,4,2004,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"56709707010538","59882851010538",2004,39,107,4902,2,2004,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"56709708010538","59882851010538",2004,39,107,4902,3,2004,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"56709709010538","59882851010538",2004,39,107,4902,4,2004,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"56708606010538","59862539010538",2004,39,113,1116,2,2004,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,1,1,2,9,1,"",2006-08-16,"10538","",,""
"56708607010538","59862539010538",2004,39,113,1116,3,2004,0.2,0.2,0,0,0.4,0.4,0.4,0.4,0,0,1,1,,,16,1,"",2006-08-16,"10538","",,""
"56708608010538","59862539010538",2004,39,113,1116,4,2004,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,1,,,8,1,"",2006-08-16,"10538","",,""
"56708456010538","59865858010538",2004,39,141,4924,2,2004,1.9,1.9,2,2,1.6,1.6,1.6,1.6,2.4,2.4,1,1,1,2,14,1,"",2006-08-16,"10538","",,""
"56708457010538","59865858010538",2004,39,141,4924,3,2004,3.125,3.125,3.1,3.1,2.8,2.8,3.5,3.5,3.1,3.1,1,1,,,9,1,"",2006-08-16,"10538","",,""
"56708458010538","59865858010538",2004,39,141,4924,4,2004,1.9,1.9,1.6,1.6,2,2,2,2,2,2,1,1,,,4,1,"",2006-08-16,"10538","",,""
"56711456010538","59867573010538",2004,39,147,4302,2,2004,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"56711320010538","59868956010538",2004,39,155,4794,2,2004,0.7,0.625,0.7,0.7,0.6,0.5,0.6,0.5,0.9,0.8,1,1,2,2,3,1,"",2006-08-16,"10538","",,""
"54178511010538","59859396010538",2003,39,157,3047,2,2003,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1,1,1,1,11.8,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"56711457010538","59867573010538",2004,39,147,4302,3,2004,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"56711458010538","59867573010538",2004,39,147,4302,4,2004,0.425,0.425,0.5,0.5,0.8,0.8,0,0,0.4,0.4,2,1,,,6,1,"",2006-08-16,"10538","",,""
"56711321010538","59868956010538",2004,39,155,4794,3,2004,0.175,0.175,0.2,0.2,0.1,0.1,0.3,0.3,0.1,0.1,1,1,,,2,1,"",2006-08-16,"10538","",,""
"56711322010538","59868956010538",2004,39,155,4794,4,2004,0.575,0.525,0.8,0.8,0.7,0.6,0.4,0.4,0.4,0.3,1,1,,,3,1,"",2006-08-16,"10538","",,""
"56708316010538","59871051010538",2004,39,167,2121,2,2004,1.35,1.35,1.1,1.1,1.6,1.6,1.1,1.1,1.6,1.6,1,1,2,2,11,1,"",2006-08-16,"10538","",,""
"56708317010538","59871051010538",2004,39,167,2121,3,2004,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1,1,,,4,1,"",2006-08-16,"10538","",,""
"56708318010538","59871051010538",2004,39,167,2121,4,2004,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1,1,,,4,1,"",2006-08-16,"10538","",,""
"56708293010538","59871176010538",2004,39,167,3682,2,2004,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"56708294010538","59871176010538",2004,39,167,3682,3,2004,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"56708295010538","59871176010538",2004,39,167,3682,4,2004,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051278010538","66400505010538",2005,39,15,4442,2,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051279010538","66400505010538",2005,39,15,4442,3,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051280010538","66400505010538",2005,39,15,4442,4,2005,1.25,1.025,1.3,1.1,1.1,1,1.1,0.9,1.5,1.1,1,1,,,6.2,1,"",2006-08-16,"10538","",,""
"62051510010538","66400768010538",2005,39,19,1299,2,2005,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1,1,1,1,4.2,1,"",2006-08-16,"10538","",,""
"62051511010538","66400768010538",2005,39,19,1299,3,2005,0.575,0.5,0.6,0.5,0.8,0.7,0.5,0.4,0.4,0.4,1,1,,,7.3,1,"",2006-08-16,"10538","",,""
"62051512010538","66400768010538",2005,39,19,1299,4,2005,0.85,0.8,0.4,0.4,1.3,1.3,1.2,1,0.5,0.5,1,1,,,2,1,"",2006-08-16,"10538","",,""
"62051541010538","66401283010538",2005,39,21,2936,2,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051542010538","66401283010538",2005,39,21,2936,3,2005,1.2,0.875,1.4,1.1,0.6,0.4,1.5,1.1,1.3,0.9,2,1,,,10.1,1,"",2006-08-16,"10538","",,""
"62051543010538","66401283010538",2005,39,21,2936,4,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051534010538","66402727010538",2005,39,33,4995,2,2005,0.95,0.85,0.9,0.8,1.1,1,0.9,0.8,0.9,0.8,1,1,1,1,8.4,1,"",2006-08-16,"10538","",,""
"62051535010538","66402727010538",2005,39,33,4995,3,2005,1.1,0.875,1.2,1,1.3,1,0.7,0.5,1.2,1,1,1,,,11.1,1,"",2006-08-16,"10538","",,""
"62051536010538","66402727010538",2005,39,33,4995,4,2005,0.175,0.175,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,1,1,,,11.3,1,"",2006-08-16,"10538","",,""
"62051547010538","66404522010538",2005,39,37,1088,2,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051548010538","66404522010538",2005,39,37,1088,3,2005,1.2,1,1.4,1.2,1.3,1.1,1,0.8,1.1,0.9,2,1,,,8.1,1,"",2006-08-16,"10538","",,""
"62051549010538","66404522010538",2005,39,37,1088,4,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051518010538","66406855010538",2005,39,59,5447,2,2005,0.425,0.425,0.4,0.4,0.3,0.3,0.5,0.5,0.5,0.5,3,1,1,2,3.5,1,"",2006-08-16,"10538","",,""
"62051519010538","66406855010538",2005,39,59,5447,3,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051520010538","66406855010538",2005,39,59,5447,4,2005,0.375,0.375,0.4,0.4,0.5,0.5,0.3,0.3,0.3,0.3,2,1,,,2.7,1,"",2006-08-16,"10538","",,""
"62051459010538","66407100010538",2005,39,61,2287,2,2005,0.675,0.575,0.4,0.4,1.2,1,0.5,0.5,0.6,0.4,1,1,1,2,7.1,1,"",2006-08-16,"10538","",,""
"62051460010538","66407100010538",2005,39,61,2287,3,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051461010538","66407100010538",2005,39,61,2287,4,2005,0.275,0.275,0.5,0.5,0.2,0.2,0,0,0.4,0.4,1,1,,,1,1,"",2006-08-16,"10538","",,""
"62051526010538","66407916010538",2005,39,67,1501,2,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051527010538","66407916010538",2005,39,67,1501,3,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051528010538","66407916010538",2005,39,67,1501,4,2005,0.125,0.125,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,1,1,,,7.1,1,"",2006-08-16,"10538","",,""
"62051720010538","66407994010538",2005,39,69,5636,2,2005,2.775,1.75,2.4,1.2,2.1,1.6,3.5,2,3.1,2.2,2,1,3,1,9.6,1,"",2006-08-16,"10538","",,""
"62051721010538","66407994010538",2005,39,69,5636,3,2005,0.175,0.15,0.1,0.1,0,0,0.3,0.3,0.3,0.2,2,1,,,12.2,1,"",2006-08-16,"10538","",,""
"62051722010538","66407994010538",2005,39,69,5636,4,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051435010538","66409182010538",2005,39,73,1771,2,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051436010538","66409182010538",2005,39,73,1771,3,2005,1.6,1.35,1.6,1.4,1.8,1.5,1.7,1.5,1.3,1,1,1,,,4.6,1,"",2006-08-16,"10538","",,""
"62051437010538","66409182010538",2005,39,73,1771,4,2005,1.1,1.025,0.4,0.4,1.6,1.4,1.4,1.3,1,1,1,1,,,4.6,1,"",2006-08-16,"10538","",,""
"62051262010538","66410984010538",2005,39,87,1355,2,2005,0.55,0.55,0.5,0.5,0.5,0.5,1,1,0.2,0.2,1,1,2,2,3.7,1,"",2006-08-16,"10538","",,""
"62051263010538","66410984010538",2005,39,87,1355,3,2005,0.25,0.25,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,1,1,,,7,1,"",2006-08-16,"10538","",,""
"62051264010538","66410984010538",2005,39,87,1355,4,2005,0.2,0.2,0.2,0.2,0.1,0.1,0.4,0.4,0.1,0.1,1,1,,,2.7,1,"",2006-08-16,"10538","",,""
"62051699010538","66412678010538",2005,39,99,3684,2,2005,0.375,0.375,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,1,1,2,2,5.5,1,"",2006-08-16,"10538","",,""
"62051700010538","66412678010538",2005,39,99,3684,3,2005,0.375,0.375,0.6,0.6,0.2,0.2,0.4,0.4,0.3,0.3,1,1,,,7.5,1,"",2006-08-16,"10538","",,""
"62051701010538","66412678010538",2005,39,99,3684,4,2005,0.75,0.75,0.5,0.5,0.6,0.6,1.1,1.1,0.8,0.8,1,1,,,5,1,"",2006-08-16,"10538","",,""
"62051244010538","66413241010538",2005,39,105,2390,2,2005,2.6,1.35,2.1,1.1,4,2.1,2.6,1.2,1.7,1,1,1,1,1,13.2,1,"",2006-08-16,"10538","",,""
"62051245010538","66413241010538",2005,39,105,2390,3,2005,1.125,0.75,1,0.5,1.6,1.2,0.3,0.2,1.6,1.1,1,1,,,12.9,1,"",2006-08-16,"10538","",,""
"62051246010538","66413241010538",2005,39,105,2390,4,2005,2.1,1.375,1.8,1.1,2.5,1.6,2,1.1,2.1,1.7,1,1,,,6.5,1,"",2006-08-16,"10538","",,""
"62051475010538","66414281010538",2005,39,113,3539,2,2005,1.25,0.85,1.1,0.9,1.4,0.8,0.9,0.8,1.6,0.9,1,1,1,1,7.9,1,"",2006-08-16,"10538","",2007-01-04,"10538"
"62051476010538","66414281010538",2005,39,113,3539,3,2005,1.05,0.925,1.8,1.5,0.7,0.7,0.6,0.5,1.1,1,1,1,,,8,1,"",2006-08-16,"10538","",2007-01-04,"10538"
"62051477010538","66414281010538",2005,39,113,3539,4,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",2007-01-04,"10538"
"62051451010538","66415946010538",2005,39,119,2977,2,2005,1.675,0.95,1.3,0.9,1.9,0.8,1.6,1,1.9,1.1,1,1,1,1,13.1,1,"",2006-08-16,"10538","",,""
"62051452010538","66415946010538",2005,39,119,2977,3,2005,1.325,1.025,0.4,0.4,1.6,1,2.2,1.8,1.1,0.9,1,1,,,6.3,1,"",2006-08-16,"10538","",,""
"62051453010538","66415946010538",2005,39,119,2977,4,2005,1.45,1.05,1.3,1,1.5,1.2,1.4,1.1,1.6,0.9,1,1,,,8.3,1,"",2006-08-16,"10538","",,""
"62051418010538","66416242010538",2005,39,121,4839,2,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051443010538","66416953010538",2005,39,129,4055,3,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051419010538","66416242010538",2005,39,121,4839,3,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051420010538","66416242010538",2005,39,121,4839,4,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051442010538","66416953010538",2005,39,129,4055,2,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051444010538","66416953010538",2005,39,129,4055,4,2005,0.775,0.625,0.6,0.6,1.5,1,0,0,1,0.9,1,1,,,6.2,1,"",2006-08-16,"10538","",,""
"62051271010538","66419770010538",2005,39,145,2326,2,2005,0.7,0.625,0.4,0.4,0.6,0.6,0.7,0.4,1.1,1.1,1,1,1,1,1.5,1,"",2006-08-16,"10538","",,""
"62051272010538","66419770010538",2005,39,145,2326,3,2005,0.525,0.45,0.6,0.5,0.5,0.5,0.5,0.4,0.5,0.4,1,1,,,1.5,1,"",2006-08-16,"10538","",,""
"62051273010538","66419770010538",2005,39,145,2326,4,2005,2.3,1.65,2.4,1.6,2,1.6,2.2,1.5,2.6,1.9,1,1,,,3,1,"",2006-08-16,"10538","",,""
"62051712010538","66420013010538",2005,39,147,4936,2,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051713010538","66420013010538",2005,39,147,4936,3,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051714010538","66420013010538",2005,39,147,4936,4,2005,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",,""
"62051427010538","66422502010538",2005,39,163,2417,2,2005,0.65,0.45,0.7,0.5,0.6,0.3,0.4,0.3,0.9,0.7,1,1,1,1,5.3,1,"",2006-08-16,"10538","",,""
"62051428010538","66422502010538",2005,39,163,2417,3,2005,1.15,1.075,1,0.9,1,0.9,2.1,2,0.5,0.5,1,1,,,2,1,"",2006-08-16,"10538","",,""
"62051429010538","66422502010538",2005,39,163,2417,4,2005,0.675,0.525,0.9,0.9,0.4,0.2,1,0.8,0.4,0.2,1,1,,,16,1,"",2006-08-16,"10538","",,""
"62051468010538","66422980010538",2005,39,165,2886,2,2005,1.175,0.875,1.2,1,1.4,1.1,0.9,0.5,1.2,0.9,2,1,1,1,11.9,1,"",2006-08-16,"10538","",,""
"62051469010538","66422980010538",2005,39,165,2886,3,2005,1.275,1.225,1.2,1.1,1.5,1.4,1.3,1.3,1.1,1.1,1,1,,,11.3,1,"",2006-08-16,"10538","",,""
"62051470010538","66422980010538",2005,39,165,2886,4,2005,0.075,0.075,0.1,0.1,0,0,0,0,0.2,0.2,1,1,,,0.7,1,"",2006-08-16,"10538","",,""
"211868230020004","247063599010661",2012,39,1,561,2,2012,1.475,1.475,1.8,1.8,1.7,1.7,1.7,1.7,0.7,0.7,1,2,2,2,7.6,1,"",2013-07-15,"20004","",,""
"211868231020004","247063599010661",2012,39,1,561,3,2012,1.025,1.025,1.7,1.7,0.9,0.9,1.1,1.1,0.4,0.4,1,2,,,5.9,1,"",2013-07-15,"20004","",,""
"211868232020004","247063599010661",2012,39,1,561,4,2012,0.55,0.55,0.4,0.4,0.9,0.9,0.4,0.4,0.5,0.5,1,2,,,1.7,1,"",2013-07-15,"20004","",,""
"211874674020004","247063873010661",2012,39,7,120,2,2012,1.725,0.75,1.4,1.3,1.4,0.3,2,1,2.1,0.4,1,2,2,2,9.1,1,"",2013-07-15,"20004","",,""
"211874675020004","247063873010661",2012,39,7,120,3,2012,1.25,0.575,2,0.2,1.1,0.8,0.6,0.2,1.3,1.1,1,2,,,13.8,1,"",2013-07-15,"20004","",,""
"211874676020004","247063873010661",2012,39,7,120,4,2012,1.7,0.95,1.8,0.7,1.3,1.1,1.6,1,2.1,1,1,2,,,12.6,1,"",2013-07-15,"20004","",,""
"211866267020004","247063335010661",2012,39,17,722,2,2012,,,,,,,,,,,,1,,,,2,"",2013-07-15,"20004","",,""
"211873521020004","247063836010661",2012,39,9,598,2,2012,0.4,0.4,0.7,0.7,0.2,0.2,0.3,0.3,0.4,0.4,1,2,2,2,1.3,1,"",2013-07-15,"20004","",,""
"211873522020004","247063836010661",2012,39,9,598,3,2012,0.075,0.075,0.1,0.1,0.1,0.1,0.1,0.1,0,0,1,2,,,0.5,1,"",2013-07-15,"20004","",,""
"211873523020004","247063836010661",2012,39,9,598,4,2012,0.45,0.45,0.3,0.3,0.5,0.5,0.6,0.6,0.4,0.4,1,2,,,1.1,1,"",2013-07-15,"20004","",,""
"211866268020004","247063335010661",2012,39,17,722,3,2012,,,,,,,,,,,,1,,,,2,"",2013-07-15,"20004","",,""
"211866269020004","247063335010661",2012,39,17,722,4,2012,0.525,0.525,0,0,1.2,1.2,0.3,0.3,0.6,0.6,3,1,,,0.8,1,"",2013-07-15,"20004","",,""
"211877375020004","247063962010661",2012,39,29,606,2,2012,1.875,1.45,2.5,1.9,1.4,1,2.1,1.8,1.5,1.1,2,2,1,3,14,1,"",2013-07-15,"20004","",,""
"211877376020004","247063962010661",2012,39,29,606,3,2012,1,0.825,0.9,0.7,1.5,1,0.8,0.8,0.8,0.8,1,2,,,9,1,"",2013-07-15,"20004","",,""
"211877377020004","247063962010661",2012,39,29,606,4,2012,5.075,1.025,1.7,1.7,1.2,1.2,1.3,1,16.1,0.2,1,2,,,9,1,"",2013-07-15,"20004","",,""
"211865333020004","247063223010661",2012,39,35,575,2,2012,0.35,0.35,0.2,0.2,0.1,0.1,0.4,0.4,0.7,0.7,1,2,2,2,2.7,1,"",2013-07-15,"20004","",,""
"211865334020004","247063223010661",2012,39,35,575,3,2012,0.4,0.4,0.3,0.3,0,0,1.1,1.1,0.2,0.2,1,2,,,14,1,"",2013-07-15,"20004","",,""
"211865335020004","247063223010661",2012,39,35,575,4,2012,0.55,0.55,0.6,0.6,0.6,0.6,0,0,1,1,1,2,,,5.1,1,"",2013-07-15,"20004","",,""
"211873907020004","247063844010661",2012,39,53,778,2,2012,0.925,0.925,0.9,0.9,0.9,0.9,1.1,1.1,0.8,0.8,1,2,1,2,0.9,1,"",2013-07-15,"20004","",,""
"211873908020004","247063844010661",2012,39,53,778,3,2012,2.1,0,2.5,0,0.7,0,2.4,0,2.8,0,1,2,,,1.1,1,"",2013-07-15,"20004","",,""
"211873909020004","247063844010661",2012,39,53,778,4,2012,1.125,1.125,0.6,0.6,1.2,1.2,1.1,1.1,1.6,1.6,1,2,,,1.1,1,"",2013-07-15,"20004","",,""
"211874544020004","247063864010661",2012,39,59,225,2,2012,0.4,0.4,0.3,0.3,0.3,0.3,0.6,0.6,0.4,0.4,1,1,2,2,5.1,1,"",2013-07-15,"20004","",,""
"211874545020004","247063864010661",2012,39,59,225,3,2012,0.325,0.325,0.2,0.2,0.5,0.5,0.2,0.2,0.4,0.4,1,1,,,6.4,1,"",2013-07-15,"20004","",,""
"211874546020004","247063864010661",2012,39,59,225,4,2012,0.55,0.55,1.1,1.1,0.5,0.5,0.2,0.2,0.4,0.4,1,1,,,6.6,1,"",2013-07-15,"20004","",,""
"211866476020004","247063340010661",2012,39,61,506,2,2012,0.325,0.325,0.4,0.4,0.1,0.1,0.1,0.1,0.7,0.7,1,2,2,2,0.5,1,"",2013-07-15,"20004","",,""
"211866477020004","247063340010661",2012,39,61,506,3,2012,0.125,0.125,0.4,0.4,0.1,0.1,0,0,0,0,1,2,,,0.5,1,"",2013-07-15,"20004","",,""
"211866478020004","247063340010661",2012,39,61,506,4,2012,0.2,0.2,0.1,0.1,0.4,0.4,0,0,0.3,0.3,1,2,,,0.8,1,"",2013-07-15,"20004","",,""
"211877562020004","247063968010661",2012,39,67,363,2,2012,0.275,0.275,0.4,0.4,0.5,0.5,0.1,0.1,0.1,0.1,1,2,3,3,1.3,1,"",2013-07-15,"20004","",,""
"211877563020004","247063968010661",2012,39,67,363,3,2012,0.95,0.925,0.9,0.9,2.2,2.1,0.1,0.1,0.6,0.6,1,2,,,0.9,1,"",2013-07-15,"20004","",,""
"211877564020004","247063968010661",2012,39,67,363,4,2012,1.25,1.25,0.8,0.8,1.3,1.3,1,1,1.9,1.9,1,2,,,0.7,1,"",2013-07-15,"20004","",,""
"211870601020004","247063725010661",2012,39,73,197,2,2012,3.575,2.3,5.1,2.3,3,2.5,3.1,2,3.1,2.4,1,2,2,2,14.8,1,"",2013-07-15,"20004","",,""
"211870602020004","247063725010661",2012,39,73,197,3,2012,2.15,1.7,1.8,1.4,1.9,1.7,1.9,1.7,3,2,1,2,,,11.7,1,"",2013-07-15,"20004","",,""
"211870603020004","247063725010661",2012,39,73,197,4,2012,1,0.85,1.2,1.1,1.1,0.7,0.9,0.9,0.8,0.7,1,2,,,13,1,"",2013-07-15,"20004","",,""
"211871403020004","247063758010661",2012,39,83,604,2,2012,1.125,0.75,1.1,0.6,1.3,1.1,1.4,1,0.7,0.3,1,2,3,3,2.7,1,"",2013-07-15,"20004","",,""
"211871404020004","247063758010661",2012,39,83,604,3,2012,0.725,0.7,0.5,0.5,0.4,0.4,0.3,0.3,1.7,1.6,1,2,,,5.6,1,"",2013-07-15,"20004","",,""
"211871405020004","247063758010661",2012,39,83,604,4,2012,0.45,0.425,0.6,0.6,0.2,0.2,0.7,0.7,0.3,0.2,1,2,,,2.8,1,"",2013-07-15,"20004","",,""
"211874191020004","247063849010661",2012,39,87,319,2,2012,0.75,0.75,0.7,0.7,0.2,0.2,0.3,0.3,1.8,1.8,1,2,2,2,0.7,1,"",2013-07-15,"20004","",,""
"211874192020004","247063849010661",2012,39,87,319,3,2012,0.825,0.775,0.9,0.8,0.8,0.8,0.4,0.4,1.2,1.1,1,2,,,0.9,1,"",2013-07-15,"20004","",,""
"211874193020004","247063849010661",2012,39,87,319,4,2012,0.95,0.95,0.8,0.8,0.3,0.3,0.3,0.3,2.4,2.4,1,2,,,0.5,1,"",2013-07-15,"20004","",,""
"211876792020004","247063945010661",2012,39,111,537,2,2012,0.525,0.525,1.3,1.3,0.1,0.1,0,0,0.7,0.7,1,2,2,2,8,1,"",2013-07-15,"20004","",,""
"211876793020004","247063945010661",2012,39,111,537,3,2012,1.2,0.95,1.8,1.1,1.8,1.6,0.8,0.7,0.4,0.4,1,2,,,7.2,1,"",2013-07-15,"20004","",,""
"211876794020004","247063945010661",2012,39,111,537,4,2012,,,,,,,,,,,,2,,,,2,"",2013-07-15,"20004","",,""
"211874823020004","247063879010661",2012,39,133,64,2,2012,1.275,0.9,1.4,0.8,1.8,1.1,0.7,0.6,1.2,1.1,1,2,2,2,8.1,1,"",2013-07-15,"20004","",,""
"211874824020004","247063879010661",2012,39,133,64,3,2012,1.325,0.625,1.3,0.7,1.6,0.7,1.4,0.6,1,0.5,1,2,,,14.6,1,"",2013-07-15,"20004","",,""
"211874825020004","247063879010661",2012,39,133,64,4,2012,0.975,0.65,0.9,0.8,1.5,0.9,0.5,0.4,1,0.5,1,2,,,10,1,"",2013-07-15,"20004","",,""
