"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SMPLNNBR","VSTNBR","LAYER_TYPE","SAMPLER_TYPE","QASTATCD","SAMPLE_DATE","LAB_ID","SAMPLE_ID","FIELD_MOIST_SOIL_WT","AIR_DRY_SOIL_WT","OVEN_DRY_SOIL_WT","FIELD_MOIST_WATER_CONTENT_PCT","RESIDUAL_WATER_CONTENT_PCT","TOTAL_WATER_CONTENT_PCT","BULK_DENSITY","COARSE_FRACTION_PCT","C_ORG_PCT","C_INORG_PCT","C_TOTAL_PCT","N_TOTAL_PCT","PH_H2O","PH_CACL2","EXCHNG_NA","EXCHNG_K","EXCHNG_MG","EXCHNG_CA","EXCHNG_AL","ECEC","EXCHNG_MN","EXCHNG_FE","EXCHNG_NI","EXCHNG_CU","EXCHNG_ZN","EXCHNG_CD","EXCHNG_PB","EXCHNG_S","BRAY1_P","OLSEN_P","MEASYEAR","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE"
"111505035010661","59780449010538",2001,39,1,561,2,1,"FF_TOTAL","SF",1,2001-08-23,"GRFSL","2001-39-064",189.75,,75.28,,,152.07,0.666,,36.1,,36.1,1.564,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505038010661","59780449010538",2001,39,1,561,2,1,"MIN_1","BD",1,2001-08-23,"GRFSL","2001-39-065",200.87,,160.69,,,25,0.89,9.06,4.7,0,4.7,0.367,4.86,4.31,8,79,150,1363,86,9.22,122.4,2.6,0.4,0.3,4,0.1,1.1,25,6.5,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505039010661","59780449010538",2001,39,1,561,2,1,"MIN_2","BD",1,2001-08-23,"GRFSL","2001-39-066",321.14,,271.64,,,18.22,1.5,10.01,0.86,0,0.86,0.211,4.65,3.83,5,92,149,487,595,10.52,19.6,3.5,0.2,0.9,1.1,0,3.8,15,0.5,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505036010661","59780449010538",2001,39,1,561,3,1,"FF_TOTAL","SF",1,2001-08-23,"GRFSL","2001-39-067",271.72,,123.56,,,119.92,0.78,,42.24,,42.24,1.927,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505037010661","59780449010538",2001,39,1,561,4,1,"FF_TOTAL","SF",1,2001-08-23,"GRFSL","2001-39-068",93.13,,43.27,,,115.22,0.547,,36.51,,36.51,1.061,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505082010661","59781089010538",2001,39,7,120,2,1,"FF_TOTAL","SF",1,2001-08-14,"GRFSL","2001-39-059",139.02,,88.74,,,56.65,0.293,,49.62,,49.62,1.857,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505085010661","59781089010538",2001,39,7,120,2,1,"MIN_1","BD",1,2001-08-14,"GRFSL","2001-39-060",90.14,,40.99,,,119.9,0.23,26.85,23.71,0,23.71,1.269,3.77,3.22,20,247,136,977,997,17.79,9.2,237.7,1,0.9,19.3,0.8,26.1,109,8.4,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505086010661","59781089010538",2001,39,7,120,2,1,"MIN_2","BD",1,2001-08-14,"GRFSL","2001-39-061",218.32,,137.73,,,58.51,0.76,0.59,7.71,0,7.71,0.419,4.39,3.89,6,42,21,68,1042,12.23,0.4,107.4,0.3,0.2,3.2,0.1,2.5,33,1.7,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505083010661","59781089010538",2001,39,7,120,3,1,"FF_TOTAL","SF",1,2001-08-14,"GRFSL","2001-39-062",746.08,,498.27,,,49.73,1.632,,23.8,,23.8,1.346,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505084010661","59781089010538",2001,39,7,120,4,1,"FF_TOTAL","SF",1,2001-08-14,"GRFSL","2001-39-063",319.59,,187.26,,,70.66,0.92,,42.88,,42.88,2.23,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505045010661","59782247010538",2001,39,9,598,2,1,"FF_TOTAL","SF",1,2001-07-18,"GRFSL","2001-39-021",21.12,,7.73,,,173.25,0.076,,43.59,,43.59,1.666,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505047010661","59782247010538",2001,39,9,598,2,1,"MIN_1","BD",1,2001-07-18,"GRFSL","2001-39-022",292.07,,204.81,,,42.61,1.13,1.24,4.1,0,4.1,0.359,5.57,5.16,6,135,307,2581,1,15.79,69.4,0.3,0.4,0,1,0.1,0,13,3.1,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505048010661","59782247010538",2001,39,9,598,2,1,"MIN_2","BD",1,2001-07-18,"GRFSL","2001-39-023",323.9,,252.66,,,28.2,1.4,4.18,2.19,0,2.19,0.212,5.5,4.98,6,94,278,2114,4,13.15,74,0.2,0.8,0,0.6,0.1,0,8,0.2,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505046010661","59782247010538",2001,39,9,598,4,1,"FF_TOTAL","SF",1,2001-07-18,"GRFSL","2001-39-024",12.51,,5.81,,,115.46,0.086,,46.21,,46.21,0.846,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505054010661","59784375010538",2001,39,25,401,2,1,"FF_TOTAL","SF",1,2001-08-22,"GRFSL","2001-39-069",44,,28.12,,,56.49,0.497,,37.68,,37.68,1.122,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505056010661","59784375010538",2001,39,25,401,2,1,"MIN_1","BD",1,2001-08-22,"GRFSL","2001-39-070",220.33,,180.59,,,22.01,1,0.74,3.14,0,3.14,0.226,4.88,4.31,5,53,110,769,76,5.74,134.5,0.9,0.3,0.1,3.1,0.1,1,19,3.6,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505057010661","59784375010538",2001,39,25,401,2,1,"MIN_2","BD",1,2001-08-22,"GRFSL","2001-39-071",299.26,,254.44,,,17.62,1.41,0.24,0.75,0,0.75,0.07,4.67,3.97,3,25,16,69,194,2.7,40,0.7,0.1,0.3,0.7,0,1.3,19,2.6,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505055010661","59784375010538",2001,39,25,401,4,1,"FF_TOTAL","SF",1,2001-08-22,"GRFSL","2001-39-072",25.02,,15.24,,,64.16,1.348,,34.66,,34.66,1.101,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505068010661","59784920010538",2001,39,29,606,2,1,"FF_TOTAL","SF",1,2001-06-28,"GRFSL","2001-39-001",125.49,,87.28,,,43.78,0.551,,22.05,,22.05,1.049,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505071010661","59784920010538",2001,39,29,606,2,1,"MIN_1","O",1,2001-06-28,"GRFSL","2001-39-002",264.64,,220.27,,,20.14,,67.36,5.35,0,5.35,0.41,4.73,4.31,4,183,124,832,128,7.08,81.9,1.1,0.4,0.2,6.3,0.3,0.9,17,91.8,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505072010661","59784920010538",2001,39,29,606,2,1,"MIN_2","O",1,2001-06-28,"GRFSL","2001-39-003",297.5,,263.88,,,12.74,,70.29,2.36,0,2.36,0.19,4.75,4.21,4,93,58,481,175,5.07,46.6,0.5,0.3,0.2,1.8,0.1,0.5,12,83.1,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505069010661","59784920010538",2001,39,29,606,3,1,"FF_TOTAL","SF",1,2001-06-28,"GRFSL","2001-39-004",20.05,,17.16,,,16.86,0.253,,42.77,,42.77,1.25,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505070010661","59784920010538",2001,39,29,606,4,1,"FF_TOTAL","SF",1,2001-06-28,"GRFSL","2001-39-005",377.88,,255.4,,,47.96,1.328,,16.63,,16.63,1.055,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505092010661","59785584010538",2001,39,35,575,2,1,"FF_TOTAL","SF",1,2001-07-13,"GRFSL","2001-39-011",12.91,,11.17,,,15.61,0.165,,36.1,,36.1,1.023,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505095010661","59785584010538",2001,39,35,575,2,1,"MIN_1","BD",1,2001-07-13,"GRFSL","2001-39-012",247.7,,201.55,,,22.9,1.11,3.43,3.86,0,3.86,0.298,5.01,4.5,9,90,111,857,91,6.47,157,0.6,0.9,0.1,4.4,0.2,1.1,18,1.7,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505096010661","59785584010538",2001,39,35,575,2,1,"MIN_2","BD",1,2001-07-13,"GRFSL","2001-39-013",296.62,,251.88,,,17.76,1.39,5.11,1.39,0,1.39,0.143,4.71,3.96,10,44,58,359,288,5.63,49.9,1.8,0.4,0.3,2.2,0.1,2,20,0.5,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505093010661","59785584010538",2001,39,35,575,3,1,"FF_TOTAL","SF",1,2001-07-13,"GRFSL","2001-39-014",18.7,,15.85,,,17.96,0.234,,39.95,,39.95,1.008,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505094010661","59785584010538",2001,39,35,575,4,1,"FF_TOTAL","SF",1,2001-07-13,"GRFSL","2001-39-015",33.76,,28.18,,,19.81,0.208,,48.9,,48.9,1.139,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505078010661","59786192010538",2001,39,41,574,2,1,"FF_TOTAL","SF",1,2001-08-07,"GRFSL","2001-39-050",7.01,,5.42,,,29.4,0.12,,45.01,,45.01,1.148,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505080010661","59786192010538",2001,39,41,574,2,1,"MIN_1","BD",1,2001-08-07,"GRFSL","2001-39-051",252.74,,212.98,,,18.67,1.18,14.43,2.33,0,2.33,0.263,4.63,4.2,5,80,125,513,138,5.35,88.8,1,0.5,0.3,3,0.1,1.3,22,2.2,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505081010661","59786192010538",2001,39,41,574,2,1,"MIN_2","BD",1,2001-08-07,"GRFSL","2001-39-052",286.43,,224.22,,,27.75,1.24,0.1,0.99,0,0.99,0.223,4.75,4.17,8,53,152,565,170,6.13,41.4,0.4,0.5,0.3,1.7,0,2.4,16,0,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505079010661","59786192010538",2001,39,41,574,3,1,"FF_TOTAL","SF",1,2001-08-07,"GRFSL","2001-39-053",5.3,,3.86,,,37.27,0.114,,,,,,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505025010661","59787135010538",2001,39,53,778,2,1,"FF_TOTAL","SF",1,2001-07-19,"GRFSL","2001-39-016",100.49,,58.09,,,72.98,0.395,,40.78,,40.78,1.466,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505028010661","59787135010538",2001,39,53,778,2,1,"MIN_1","BD",1,2001-07-19,"GRFSL","2001-39-017",226.66,,197.44,,,14.8,1.09,10.26,4.22,0,4.22,0.268,4.6,4.1,4,84,70,644,174,5.95,62.2,3.2,0.4,0.3,3.5,0,2.4,15,3.9,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505029010661","59787135010538",2001,39,53,778,2,1,"MIN_2","BD",1,2001-07-19,"GRFSL","2001-39-018",304.04,,281.35,,,8.06,1.55,2.44,0.88,0,0.88,0.074,4.24,3.68,2,48,14,50,355,4.45,5.4,8.5,0.1,0.4,0.7,0,2.2,11,0.4,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505026010661","59787135010538",2001,39,53,778,3,1,"FF_TOTAL","SF",1,2001-07-19,"GRFSL","2001-39-019",182.95,,106.14,,,72.37,0.552,,33.65,,33.65,1.255,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505027010661","59787135010538",2001,39,53,778,4,1,"FF_TOTAL","SF",1,2001-07-19,"GRFSL","2001-39-020",43.3,,24.59,,,76.08,0.198,,42.15,,42.15,1.356,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505058010661","59788852010538",2001,39,61,506,2,1,"FF_TOTAL","SF",1,2001-08-21,"GRFSL","2001-39-073",53.81,,29.63,,,81.63,0.291,,37.69,,37.69,1.087,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505061010661","59788852010538",2001,39,61,506,2,1,"MIN_1","BD",1,2001-08-21,"GRFSL","2001-39-074",232.8,,165.82,,,40.39,0.92,0.23,4.38,0,4.38,0.29,5.21,4.67,5,139,205,2374,19,14.12,42.7,1.1,0.3,0,2,0.1,0.3,22,41.8,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505062010661","59788852010538",2001,39,61,506,2,1,"MIN_2","BD",1,2001-08-21,"GRFSL","2001-39-075",308.65,,238.22,,,29.57,1.32,0.19,1.83,0,1.83,0.15,5.19,4.57,5,127,147,2120,63,12.83,22.2,0.7,0.4,0,1.1,0.1,0.5,16,35,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505059010661","59788852010538",2001,39,61,506,3,1,"FF_TOTAL","SF",1,2001-08-21,"GRFSL","2001-39-076",51.38,,18.67,,,175.15,0.33,,43.11,,43.11,1.651,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505060010661","59788852010538",2001,39,61,506,4,1,"FF_TOTAL","SF",1,2001-08-21,"GRFSL","2001-39-077",23.38,,16.66,,,40.32,0.737,,24.22,,24.22,1.088,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505063010661","59789167010538",2001,39,67,363,2,1,"FF_TOTAL","SF",1,2001-07-24,"GRFSL","2001-39-035",493.34,,242.36,,,103.56,0.932,,44.44,,44.44,1.974,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505066010661","59789167010538",2001,39,67,363,2,1,"MIN_1","O",1,2001-07-24,"GRFSL","2001-39-036",223.58,,192.14,,,16.37,,52.66,4.17,0,4.17,0.281,4.95,4.71,3,90,50,977,14,5.69,129.2,0.5,0.3,0,7,0.3,0.2,10,8.2,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505067010661","59789167010538",2001,39,67,363,2,1,"MIN_2","O",1,2001-07-24,"GRFSL","2001-39-037",345.37,,310.24,,,11.33,,57.79,1.35,0,1.35,0.19,4.74,4.23,2,47,15,248,84,2.43,19.7,1.2,0.2,0.1,1,0,0.5,7,5.9,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505064010661","59789167010538",2001,39,67,363,3,1,"FF_TOTAL","SF",1,2001-07-24,"GRFSL","2001-39-038",47.84,,40.37,,,18.49,0.397,,42.98,,42.98,1.478,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505065010661","59789167010538",2001,39,67,363,4,1,"FF_TOTAL","SF",1,2001-07-24,"GRFSL","2001-39-039",184.02,,141.04,,,30.48,0.734,,33.26,,33.26,1.474,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505053010661","59790455010538",2001,39,73,197,2,1,"MIN_2","BD",1,2001-08-01,"GRFSL","2001-39-032",276.36,,235.86,,,17.17,1.3,15.99,1.09,0,1.09,0.157,4.75,4.29,1,32,14,73,91,1.58,23.1,0.3,0.1,0.1,0.7,0,0.4,9,3.1,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505049010661","59790455010538",2001,39,73,197,2,1,"FF_TOTAL","SF",1,2001-08-01,"GRFSL","2001-39-030",81.33,,23.22,,,250.23,0.257,,41.72,,41.72,1.921,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505052010661","59790455010538",2001,39,73,197,2,1,"MIN_1","BD",1,2001-08-01,"GRFSL","2001-39-031",105.44,,,,,,,,3.05,,3.05,0.232,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505050010661","59790455010538",2001,39,73,197,3,1,"FF_TOTAL","SF",1,2001-08-01,"GRFSL","2001-39-033",133.84,,58.23,,,129.85,0.322,,39.77,,39.77,2.164,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505051010661","59790455010538",2001,39,73,197,4,1,"FF_TOTAL","SF",1,2001-08-01,"GRFSL","2001-39-034",130.55,,64.61,,,102.04,0.476,,34.59,,34.59,1.697,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505073010661","59792161010538",2001,39,83,604,2,1,"FF_TOTAL","SF",1,2001-07-31,"GRFSL","2001-39-040",112.55,,92.14,,,22.15,0.509,,31.23,,31.23,1.129,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505076010661","59792161010538",2001,39,83,604,2,1,"MIN_1","BD",1,2001-07-31,"GRFSL","2001-39-041",254.67,,237.27,,,7.33,1.32,62.77,1.45,0,1.45,0.117,4.49,4.25,3,65,96,463,80,4.17,149.4,0.8,0.7,1.1,3.2,0,1.8,13,17.8,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505077010661","59792161010538",2001,39,83,604,2,1,"MIN_2","BD",1,2001-07-31,"GRFSL","2001-39-042",309.83,,285.27,,,8.61,1.58,65.2,1.43,0,1.43,0.175,5,4.27,4,77,174,713,38,5.63,116,0.4,0.7,0.3,1.4,0.1,1.2,11,16,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505074010661","59792161010538",2001,39,83,604,3,1,"FF_TOTAL","SF",1,2001-07-31,"GRFSL","2001-39-043",100.68,,78.72,,,27.89,0.633,,,,,,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505075010661","59792161010538",2001,39,83,604,4,1,"FF_TOTAL","SF",1,2001-07-31,"GRFSL","2001-39-044",106.09,,81.1,,,30.81,0.552,,,,,,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505020010661","59792877010538",2001,39,87,319,2,1,"FF_TOTAL","SF",1,2001-08-29,"GRFSL","2001-39-078",34.63,,,,,,,,50.51,,50.51,1.878,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505023010661","59792877010538",2001,39,87,319,2,1,"MIN_1","BD",1,2001-08-29,"GRFSL","2001-39-079",326.91,,252.47,,,29.49,1.39,8.27,2.15,0,2.15,0.15,5.66,5.17,6,152,347,1927,5,12.94,65.2,2.1,0.5,0.1,1.4,0.1,0.3,7,3.2,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505024010661","59792877010538",2001,39,87,319,2,1,"MIN_2","BD",1,2001-08-29,"GRFSL","2001-39-080",368.74,,314.3,,,17.32,1.74,32.06,0.48,0,0.48,0.05,5.24,4.64,5,106,314,1609,54,11.5,28.3,0.3,0.3,0.2,0.5,0,0.6,5,1.3,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505021010661","59792877010538",2001,39,87,319,3,1,"FF_TOTAL","SF",1,2001-08-29,"GRFSL","2001-39-081",155.38,,70.29,,,121.07,0.622,,31.83,,31.83,1.349,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505022010661","59792877010538",2001,39,87,319,4,1,"FF_TOTAL","SF",1,2001-08-29,"GRFSL","2001-39-082",289.5,,159.89,,,81.06,1.178,,32.32,,32.32,1.378,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505087010661","59799485010538",2001,39,133,64,2,1,"FF_TOTAL","SF",1,2001-07-11,"GRFSL","2001-39-006",181.15,,105.15,,,72.28,0.351,,29.13,,29.13,1.211,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505090010661","59799485010538",2001,39,133,64,2,1,"MIN_1","BD",1,2001-07-11,"GRFSL","2001-39-007",190.41,,146.82,,,29.69,0.81,2.84,4.85,0,4.85,0.343,3.9,3.53,6,49,38,194,366,5.5,39.1,21.3,0.6,0.4,6.2,0.1,14.8,31,3.7,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505091010661","59799485010538",2001,39,133,64,2,1,"MIN_2","BD",1,2001-07-11,"GRFSL","2001-39-008",268.25,,228.43,,,17.43,1.26,1.53,1.22,0,1.22,0.115,4.25,3.78,4,22,9,35,295,3.6,14.8,5.8,0.2,0.2,1.7,0,2.6,20,2.2,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505088010661","59799485010538",2001,39,133,64,3,1,"FF_TOTAL","SF",1,2001-07-11,"GRFSL","2001-39-009",59.61,,47.2,,,26.28,0.232,,45.24,,45.24,1.026,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505089010661","59799485010538",2001,39,133,64,4,1,"FF_TOTAL","SF",1,2001-07-11,"GRFSL","2001-39-010",53.72,,40.21,,,33.6,0.395,,47.09,,47.09,1.451,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505030010661","59801189010538",2001,39,145,33,2,1,"FF_TOTAL","SF",1,2001-08-16,"GRFSL","2001-39-054",75.41,,52.48,,,43.69,0.309,,38.6,,38.6,2.196,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505033010661","59801189010538",2001,39,145,33,2,1,"MIN_1","BD",1,2001-08-16,"GRFSL","2001-39-055",213.52,,189.09,,,12.92,1.04,17.36,3.42,0,3.42,0.296,4.56,4.11,3,51,50,255,112,3.07,83.6,1.1,0.6,0.1,4.5,0.1,1.6,15,1.6,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505034010661","59801189010538",2001,39,145,33,2,1,"MIN_2","BD",1,2001-08-16,"GRFSL","2001-39-056",265.41,,238.87,,,11.11,1.32,18.24,0.97,0,0.97,0.231,4.46,3.92,3,27,25,69,134,2.12,42.7,0.6,0.4,0.1,0.9,0,0.6,13,0,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505031010661","59801189010538",2001,39,145,33,3,1,"FF_TOTAL","SF",1,2001-08-16,"GRFSL","2001-39-057",243.01,,113.27,,,114.54,0.477,,37.86,,37.86,1.774,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505032010661","59801189010538",2001,39,145,33,4,1,"FF_TOTAL","SF",1,2001-08-16,"GRFSL","2001-39-058",234.66,,173.44,,,35.3,0.767,,34.95,,34.95,1.397,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505040010661","59804300010538",2001,39,167,404,2,1,"FF_TOTAL","SF",1,2001-08-08,"GRFSL","2001-39-045",68.48,,52.83,,,29.63,0.275,,45.12,,45.12,1.326,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505043010661","59804300010538",2001,39,167,404,2,1,"MIN_1","BD",1,2001-08-08,"GRFSL","2001-39-046",257.68,,217.32,,,18.57,1.2,17.17,2.69,0,2.69,0.31,4.84,4.42,5,157,327,2317,91,15.69,102.2,2,0.6,0.2,3.2,0.1,0.6,13,11.8,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505044010661","59804300010538",2001,39,167,404,2,1,"MIN_2","BD",1,2001-08-08,"GRFSL","2001-39-047",267.22,,227.79,,,17.31,1.26,8.07,1.52,0,1.52,0.236,4.65,4.1,6,179,411,2136,311,17.98,45.1,6.1,0.8,0.6,2,0,1.2,12,11.5,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506843010661","59827371010538",2002,39,1,5656,2,1,"MIN_1","BD",1,2002-07-18,"GRFSL","2002-39-012",239.35,,203.68,,,17.51,1.13,2.55,2.56,0,2.56,0.19,4.74,4.18,20,81,36,200,189,3.68,231.6,0.5,1.1,0.3,2.6,0.2,0.7,25,1.6,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505041010661","59804300010538",2001,39,167,404,3,1,"FF_TOTAL","SF",1,2001-08-08,"GRFSL","2001-39-048",44.72,,32.55,,,37.37,0.32,,37.89,,37.89,1.238,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111505042010661","59804300010538",2001,39,167,404,4,1,"FF_TOTAL","SF",1,2001-08-08,"GRFSL","2001-39-049",49.49,,39.92,,,23.97,0.294,,40.31,,40.31,1.216,,,,,,,,,,,,,,,,,,,2001,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506840010661","59827371010538",2002,39,1,5656,2,1,"FF_TOTAL","SF",1,2002-07-18,"GRFSL","2002-39-011",528.98,,357.99,,,47.76,1.583,,18.87,,18.87,0.95,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506844010661","59827371010538",2002,39,1,5656,2,1,"MIN_2","BD",1,2002-07-18,"GRFSL","2002-39-013",261.66,,229.92,,,13.8,1.27,2.51,1.36,0,1.36,0.13,4.54,4,13,58,12,67,246,3.37,137.2,0.6,0.7,0.3,1.9,0.1,0.7,34,0.4,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506841010661","59827371010538",2002,39,1,5656,3,1,"FF_TOTAL","SF",1,2002-07-18,"GRFSL","2002-39-014",361.09,,243.49,,,48.3,1.267,,25.41,,25.41,1.02,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506842010661","59827371010538",2002,39,1,5656,4,1,"FF_TOTAL","SF",1,2002-07-18,"GRFSL","2002-39-015",253.27,,169.12,,,49.76,1.068,,35.16,,35.16,1.39,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506912010661","59828166010538",2002,39,7,5352,2,1,"FF_TOTAL","SF",1,2002-08-15,"GRFSL","2002-39-071",418.97,,149.32,,,180.58,0.339,,47.88,,47.88,2.01,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506915010661","59828166010538",2002,39,7,5352,2,1,"MIN_1","BD",1,2002-08-15,"GRFSL","2002-39-072",214.05,,152.18,,,40.65,0.84,2.26,7.67,0,7.67,0.43,4.17,3.76,22,73,41,191,814,10.62,16.7,59.7,0.5,0.1,5,0.1,6,53,1.9,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506916010661","59828166010538",2002,39,7,5352,2,1,"MIN_2","BD",1,2002-08-15,"GRFSL","2002-39-073",298.57,,250.16,,,19.35,1.38,6.61,0.89,0,0.89,0.1,4.5,3.97,13,39,11,40,547,6.53,2,12.6,0.1,0.2,2,0,2.9,51,0.6,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
