"CN","STATECD","INVYR","UNITCD","COUNTYCD","PLOT","LAT","LON","CONGCD","ECOSUBCD","HUC","EMAP_HEX","FIPSCOUNTY","ROADLESSCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","ALP_ADFORCD","FVS_VARIANT","FVS_LOC_CD","FVS_REGION","FVS_FOREST","FVS_DISTRICT"
"109828819010661",39,2008,5,109,4696,40.149641,-84.108478,3908," 222Hb",5080001,5709,39109,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828823010661",39,2008,5,109,4822,40.070562,-84.13013,3908," 222Hb",5080001,5709,39109,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828933010661",39,2008,5,109,5294,39.920953,-84.351233,3908," 222Hb",5080001,5854,39109,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828837010661",39,2008,5,113,1160,39.616076,-84.194468,3910," 222Hb",5080002,5711,39113,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829271010661",39,2008,5,113,3195,39.758034,-84.11045,3910," 222Hb",5080001,5710,39113,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828725010661",39,2008,5,113,3334,39.701848,-84.173805,3910," 222Hb",5080002,5711,39113,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828941010661",39,2008,5,113,3832,39.767513,-84.41447,3910," 222Hb",5080002,5855,39113,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828839010661",39,2008,5,113,3926,39.611397,-84.362067,3910," 222Hb",5080002,5711,39113,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828831010661",39,2008,5,113,4438,39.764145,-84.271045,3910," 222Hb",5080002,5710,39113,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828835010661",39,2008,5,113,4627,39.681963,-84.309701,3910," 222Hb",5080002,5711,39113,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828833010661",39,2008,5,113,4685,39.827892,-84.387274,3910," 222Hb",5080002,5855,39113,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828829010661",39,2008,5,113,5077,39.899189,-84.21148,3910," 222Hb",5080001,5710,39113,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829183010661",39,2008,5,113,5099,39.721585,-84.259663,3910," 222Hb",5080002,5711,39113,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829273010661",39,2008,5,113,5743,39.837251,-84.254205,3910," 222Hb",5080001,5710,39113,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828285010661",39,2008,5,129,903,39.666292,-82.838172,3915," 222Hb",5060001,5002,39129,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828397010661",39,2008,5,129,1560,39.514104,-83.079751,3915," 222Hb",5060002,5142,39129,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828393010661",39,2008,5,129,1799,39.759352,-83.131325,3915," 222Hb",5060001,5141,39129,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828395010661",39,2008,5,129,2904,39.666526,-83.156992,3915," 222Hb",5060002,5142,39129,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829241010661",39,2008,5,129,3884,39.612477,-83.054921,3915," 222Hb",5060002,5142,39129,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828387010661",39,2008,5,129,4096,39.717856,-82.951829,3915," 222Hb",5060001,5141,39129,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828289010661",39,2008,5,129,4161,39.507864,-82.745826,3915," 222Hb",5060002,5002,39129,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828389010661",39,2008,5,129,4337,39.684895,-83.014567,3915," 222Hb",5060001,5141,39129,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828385010661",39,2008,5,129,5065,39.752564,-82.967997,3915," 222Hb",5060001,5141,39129,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828401010661",39,2008,5,129,5561,39.595669,-83.20437,3915," 222Hb",5060002,5142,39129,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828291010661",39,2008,5,129,5673,39.590994,-82.858301,3915," 222Hb",5060002,5002,39129,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828403010661",39,2008,5,129,5832,39.526147,-83.23838,3915," 222Hb",5060003,5142,39129,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829371010661",39,2008,5,135,1566,39.673166,-84.798667,3908," 222Hb",5080002,6001,39135,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828947010661",39,2008,5,135,1639,39.75826,-84.591914,3908," 222Hb",5080002,5855,39135,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828945010661",39,2008,5,135,2055,39.84074,-84.558157,3908," 222Hb",5080002,5855,39135,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829033010661",39,2008,5,135,2782,39.752532,-84.758851,3908," 222Hb",5080002,6001,39135,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829191010661",39,2008,5,135,2898,39.686935,-84.63582,3908," 222Hb",5080002,5856,39135,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828939010661",39,2008,5,135,4460,39.915053,-84.533345,3908," 222Hb",5080002,5855,39135,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829029010661",39,2008,5,135,4556,39.913904,-84.710985,3908," 222Hb",5080003,6000,39135,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828943010661",39,2008,5,135,4646,39.68399,-84.48149,3908," 222Hb",5080002,5855,39135,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829275010661",39,2008,5,135,4753,39.610279,-84.517419,3908," 222Hb",5080002,5856,39135,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828953010661",39,2008,5,135,5437,39.598653,-84.448189,3910," 222Hb",5080002,5856,39113,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829345010661",39,2008,5,165,1038,39.454001,-84.241576,3901," 222Hb",5090202,5712,39165,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828727010661",39,2008,5,165,1377,39.53044,-84.041008,3901," 222Hb",5090202,5568,39165,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828733010661",39,2008,5,165,2452,39.371495,-84.124017,3901," 222Hc",5090202,5568,39165,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829175010661",39,2008,5,165,2876,39.461655,-84.093727,3901," 222Hc",5090202,5568,39165,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828849010661",39,2008,5,165,3696,39.299009,-84.32228,3901," 222Hc",5090202,5712,39165,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828847010661",39,2008,5,165,4105,39.375691,-84.287712,3901," 222Hb",5090202,5712,39165,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828735010661",39,2008,5,165,5168,39.298422,-84.135833,3901," 222Hc",5090202,5569,39165,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829189010661",39,2008,6,3,1335,40.854546,-84.132465,3904," 222Ha",4100007,5996,39003,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828791010661",39,2008,6,3,3210,40.758839,-83.990449,3904," 222Ha",4100007,5851,39003,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828905010661",39,2008,6,3,3751,40.754445,-84.114628,3904," 222Ha",4100007,5851,39003,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828895010661",39,2008,6,3,4182,40.85046,-83.954998,3904," 222Ha",4100008,5850,39003,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828993010661",39,2008,6,3,4234,40.851161,-84.277857,3904," 222Ua",4100007,5996,39003,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829001010661",39,2008,6,3,4469,40.652125,-84.425831,3904," 222Ha",4100004,5997,39011,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828907010661",39,2008,6,3,4675,40.673606,-84.213996,3904," 222Ha",4100007,5851,39003,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828901010661",39,2008,6,3,5619,40.680867,-83.995832,3904," 222Ha",4100007,5851,39003,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829007010661",39,2008,6,11,1369,40.525785,-84.39793,3904," 222Ha",4100004,5998,39011,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829277010661",39,2008,6,11,1644,40.813225,-84.654546,3905," 222Ha",4100007,6143,39161,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828803010661",39,2008,6,11,2039,40.528016,-84.111634,3904," 222Ha",4100007,5852,39011,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828915010661",39,2008,6,11,2947,40.520708,-84.231461,3904," 222Ha",4100007,5852,39011,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828903010661",39,2008,6,11,4346,40.630938,-84.051048,3904," 222Ha",4100007,5851,39011,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828909010661",39,2008,6,11,4869,40.59957,-84.242017,3904," 222Ha",4100007,5852,39011,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828795010661",39,2008,6,11,5611,40.623874,-83.891419,3904," 222Ha",5060001,5707,39011,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828701010661",39,2008,6,21,1442,40.211895,-83.715489,3904," 222Hd",5080001,5565,39021,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829265010661",39,2008,6,21,1830,40.068105,-83.79797,3904," 222Hd",5080001,5565,39021,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828703010661",39,2008,6,21,1885,40.155449,-83.760507,3904," 222Hd",5080001,5565,39021,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828695010661",39,2008,6,21,2481,40.228305,-83.570142,3904," 222Hd",5060001,5422,39021,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828705010661",39,2008,6,21,3335,40.079132,-83.630017,3904," 222Hd",5080001,5565,39021,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829355010661",39,2008,6,21,3955,40.075555,-84.007048,3904," 222Hb",5080001,5709,39021,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828587010661",39,2008,6,21,4035,40.14419,-83.595288,3904," 222He",5060001,5565,39021,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828811010661",39,2008,6,21,5312,40.219913,-83.906218,3904," 222Hb",5080001,5708,39021,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828459010661",39,2008,6,33,967,40.918939,-82.926172,3904," 222Ha",4100011,5277,39033,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828455010661",39,2008,6,33,1303,40.99201,-82.864403,3904," 222Ha",4100011,5277,39033,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828453010661",39,2008,6,33,2384,40.909277,-82.754474,3904," 222Ha",4100011,5277,39033,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828559010661",39,2008,6,33,2754,40.934203,-83.026078,3904," 222Ha",4100011,5419,39033,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828463010661",39,2008,6,33,2889,40.75613,-82.822373,3904," 222Ha",5060001,5278,39033,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828457010661",39,2008,6,33,3481,40.824169,-82.767906,3904," 222Ha",4100011,5277,39033,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828461010661",39,2008,6,33,4152,40.84204,-82.937171,3904," 222Ha",4100011,5419,39033,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828561010661",39,2008,6,33,5085,40.933031,-83.078615,3904," 222Ha",4100011,5419,39033,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828563010661",39,2008,6,33,5098,40.825787,-83.101662,3904," 222Ha",4100011,5419,39033,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829363010661",39,2008,6,39,1735,41.310685,-84.240416,3905," 222Ua",4100009,6141,39039,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829045010661",39,2008,6,39,1832,41.388884,-84.357467,3905," 222Ua",4100006,6141,39039,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829081010661",39,2008,6,39,2753,41.307894,-84.753104,3905," 222Je",4100005,6289,39039,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829365010661",39,2008,6,39,3709,41.236855,-84.266424,3905," 222Ua",4100009,5995,39039,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829047010661",39,2008,6,39,3977,41.330893,-84.328608,3905," 222Ua",4100006,6141,39039,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829049010661",39,2008,6,39,4264,41.302376,-84.596998,3905," 222Ub",4100005,6289,39039,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829079010661",39,2008,6,39,5102,41.386805,-84.53748,3905," 222Ub",4100006,6141,39039,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828477010661",39,2008,6,41,1409,40.369174,-83.17209,3912," 222Ha",5060001,5421,39041,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828483010661",39,2008,6,41,1493,40.297267,-83.195036,3912," 222Ha",5060001,5280,39041,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828475010661",39,2008,6,41,1508,40.373448,-83.003569,3912," 222Ha",5060001,5279,39041,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829327010661",39,2008,6,41,1843,40.145447,-82.955658,3912," 222Hb",5060001,5140,39041,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829155010661",39,2008,6,41,3027,40.239347,-82.931699,3912," 222Hb",5060001,5139,39041,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828481010661",39,2008,6,41,3075,40.218596,-83.084388,3912," 222Ha",5060001,5280,39041,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829153010661",39,2008,6,41,3753,40.219405,-82.761257,3912," 222Hb",5060001,5139,39041,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828373010661",39,2008,6,41,4566,40.154508,-82.804956,3912," 222Hb",5060001,5139,39041,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828479010661",39,2008,6,41,4621,40.30985,-83.05536,3912," 222Ha",5060001,5280,39041,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828375010661",39,2008,6,41,5270,40.304259,-82.894529,3912," 222Hb",5060001,5139,39041,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829039010661",39,2008,6,51,1648,41.537995,-84.301388,3905," 222Ub",4100006,6140,39051,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828973010661",39,2008,6,51,2373,41.611444,-84.09659,3905," 222Ua",4100009,5993,39051,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828971010661",39,2008,6,51,2712,41.542368,-83.964536,3905," 222Ua",4100009,5993,39051,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829037010661",39,2008,6,51,3305,41.618786,-84.292726,3905," 222Ub",4100006,6140,39051,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828975010661",39,2008,6,51,3742,41.565242,-84.076567,3905," 222Ua",4100009,5993,39051,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828969010661",39,2008,6,51,4043,41.694698,-84.073014,3905," 222Ua",4100002,5993,39051,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829071010661",39,2008,6,51,4305,41.69347,-84.394331,3905," 222Je",4100006,6287,39051,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829035010661",39,2008,6,51,4539,41.692279,-84.227399,3905," 222Ua",4100006,6139,39051,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828977010661",39,2008,6,51,4971,41.537814,-84.144863,3905," 222Ua",4100009,6140,39051,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828967010661",39,2008,6,51,5838,41.609529,-83.922013,3905," 222Ua",4100009,5993,39051,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828767010661",39,2008,6,63,1029,41.154547,-83.465755,3905," 222Ua",4100010,5704,39063,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828777010661",39,2008,6,63,1076,40.973436,-83.720765,3905," 222Ha",4100008,5705,39063,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828887010661",39,2008,6,63,1353,41.071951,-83.841955,3905," 222Ua",4100009,5849,39063,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829185010661",39,2008,6,63,1913,41.139685,-83.788869,3905," 222Ua",4100010,5849,39063,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828773010661",39,2008,6,63,1985,41.071426,-83.685994,3905," 222Ha",4100008,5705,39063,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828775010661",39,2008,6,63,2369,40.999697,-83.555634,3905," 222Ha",4100008,5705,39063,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828679010661",39,2008,6,63,2660,40.841608,-83.608849,3905," 222Ha",4100008,5706,39063,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828769010661",39,2008,6,63,3515,41.14844,-83.637954,3905," 222Ua",4100010,5704,39063,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829181010661",39,2008,6,63,4175,40.917447,-83.576056,3905," 222Ha",4100008,5705,39063,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828783010661",39,2008,6,63,4310,40.82654,-83.77559,3905," 222Ha",4100008,5706,39063,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829389010661",39,2008,6,63,4687,40.930794,-83.712048,3905," 222Ha",4100008,5705,39063,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828779010661",39,2008,6,63,4922,40.939859,-83.753631,3905," 222Ha",4100008,5705,39063,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828781010661",39,2008,6,63,5252,40.997118,-83.880239,3905," 222Ua",4100008,5850,39063,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828785010661",39,2008,6,65,965,40.695579,-83.704554,3905," 222Ha",5060001,5706,39065,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828681010661",39,2008,6,65,1819,40.614482,-83.547209,3905," 222Ha",5060001,5563,39065,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829341010661",39,2008,6,65,2379,40.688818,-83.527361,3905," 222Ha",4100011,5563,39065,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828797010661",39,2008,6,65,2816,40.55352,-83.747316,3905," 222Ha",5080001,5707,39065,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828689010661",39,2008,6,65,3164,40.600949,-83.726022,3905," 222Ha",5060001,5707,39065,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828687010661",39,2008,6,65,3959,40.535905,-83.594778,3905," 222Ha",5060001,5563,39065,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828793010661",39,2008,6,65,4421,40.644799,-83.836019,3905," 222Ha",5060001,5707,39065,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828787010661",39,2008,6,65,5045,40.77184,-83.831133,3905," 222Ha",4100007,5706,39065,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828789010661",39,2008,6,65,5143,40.694603,-83.860278,3905," 222Ha",5060001,5706,39065,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828683010661",39,2008,6,65,5475,40.525179,-83.438709,3905," 222Ha",5060001,5563,39065,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828889010661",39,2008,6,69,958,41.244761,-83.928029,3905," 222Ua",4100009,5849,39069,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828885010661",39,2008,6,69,1025,41.300411,-83.895806,3905," 222Ua",4100009,5849,39069,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829193010661",39,2008,6,69,1256,41.456859,-83.999814,3905," 222Ua",4100009,5994,39069,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829043010661",39,2008,6,69,1576,41.457213,-84.337949,3905," 222Ua",4100006,6140,39069,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828981010661",39,2008,6,69,1871,41.381488,-84.181921,3905," 222Ua",4100009,5994,39069,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828983010661",39,2008,6,69,2276,41.238298,-84.120512,3905," 222Ua",4100009,5995,39069,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828979010661",39,2008,6,69,2710,41.461667,-84.163986,3905," 222Ua",4100009,5994,39069,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829361010661",39,2008,6,69,3604,41.311927,-84.071627,3905," 222Ua",4100009,5994,39069,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828987010661",39,2008,6,69,4350,41.271954,-84.21827,3905," 222Ua",4100009,5995,39069,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828253010661",39,2008,6,83,1140,40.537472,-82.578284,3907," 221Fa",5040003,5138,39083,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828255010661",39,2008,6,83,1431,40.38688,-82.486319,3907," 221Fa",5040003,4999,39083,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828257010661",39,2008,6,83,2580,40.285604,-82.422636,3907," 221Fa",5040003,4999,39083,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828263010661",39,2008,6,83,2625,40.339065,-82.640911,3907," 221Fa",5040003,4999,39083,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828249010661",39,2008,6,83,2858,40.526409,-82.252353,3907," 221Ee",5040003,4998,39083,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829229010661",39,2008,6,83,3272,40.375378,-82.353398,3907," 221Fa",5040003,4999,39083,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828259010661",39,2008,6,83,3561,40.295865,-82.529418,3907," 221Fa",5040006,4999,39083,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828265010661",39,2008,6,83,3775,40.300859,-82.732747,3907," 221Fa",5060001,5139,39083,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829141010661",39,2008,6,83,3921,40.525126,-82.438742,3907," 221Fa",5040003,4998,39083,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828251010661",39,2008,6,83,4076,40.438405,-82.311492,3907," 221Fa",5040003,4998,39083,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829227010661",39,2008,6,83,4202,40.298419,-82.229762,3907," 221Fa",5040004,4860,39083,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828805010661",39,2008,6,91,995,40.330578,-83.966645,3904," 222Ha",5080001,5708,39091,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828799010661",39,2008,6,91,1063,40.515674,-83.944702,3904," 222Ha",5080001,5707,39091,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828801010661",39,2008,6,91,2738,40.453175,-83.969643,3904," 222Ha",5080001,5707,39091,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828809010661",39,2008,6,91,3568,40.31116,-83.895568,3904," 222Hb",5080001,5708,39091,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828693010661",39,2008,6,91,4247,40.340338,-83.627158,3904," 222Hd",5060001,5564,39091,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829343010661",39,2008,6,91,4887,40.301967,-83.571645,3904," 222Ha",5060001,5564,39091,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828697010661",39,2008,6,91,4945,40.288387,-83.689307,3904," 222Hd",5080001,5564,39091,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828699010661",39,2008,6,91,5211,40.384428,-83.81807,3904," 222Hb",5080001,5708,39091,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828691010661",39,2008,6,91,5610,40.458361,-83.633721,3904," 222Ha",5060001,5564,39091,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828867010661",39,2008,6,95,2195,41.620903,-83.586579,3909," 222Ua",4100009,5847,39095,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828875010661",39,2008,6,95,2676,41.52633,-83.799311,3905," 222Ua",4100009,5848,39095,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828873010661",39,2008,6,95,3286,41.616023,-83.753923,3905," 222Ua",4100009,5847,39095,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828871010661",39,2008,6,95,3933,41.710503,-83.715454,3905," 222Ua",4100001,5847,39095,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109828965010661",39,2008,6,95,3987,41.704876,-83.877485,3905," 222Ua",4100001,5993,39095,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"109829353010661",39,2008,6,95,4609,41.686397,-83.550672,3909," 222Ua",4100001,5847,39095,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
