"CN","STATECD","INVYR","UNITCD","COUNTYCD","PLOT","LAT","LON","CONGCD","ECOSUBCD","HUC","EMAP_HEX","FIPSCOUNTY","ROADLESSCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","ALP_ADFORCD","FVS_VARIANT","FVS_LOC_CD","FVS_REGION","FVS_FOREST","FVS_DISTRICT"
"19161307010661",39,1991,6,137,37,41.13894,-84.3055,3905," 222Ub",4100007,5995,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161309010661",39,1991,6,137,38,41.13894,-84.13883,3905," 222Ua",4100007,5995,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161311010661",39,1991,6,137,39,41.13894,-83.99994,3905," 222Ua",4100009,5849,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161313010661",39,1991,6,137,40,40.91672,-84.16661,3905," 222Ua",4100007,5996,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161315010661",39,1991,6,137,41,41.02783,-83.94439,3905," 222Ua",4100008,5850,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161317010661",39,1991,6,137,44,41.02783,-83.97216,3905," 222Ua",4100008,5850,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161376010661",39,1991,6,137,45,40.97227,-84.22217,3905," 222Ua",4100007,5996,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161378010661",39,1991,6,137,46,40.91672,-84.36106,3905," 222Ua",4100007,5996,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161380010661",39,1991,6,137,47,40.91672,-84.0555,3905," 222Ha",4100007,5850,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161382010661",39,1991,6,137,48,41.08338,-84.02772,3905," 222Ua",4100008,5850,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161384010661",39,1991,6,137,49,40.9445,-83.88883,3905," 222Ha",4100008,5850,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161386010661",39,1991,6,137,50,40.97227,-84.11106,3905," 222Ua",4100007,5850,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161388010661",39,1991,6,137,51,40.97227,-84.24995,3905," 222Ua",4100007,5996,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161390010661",39,1991,6,137,52,41.00005,-83.97216,3905," 222Ua",4100008,5850,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161392010661",39,1991,6,137,53,41.02783,-84.08328,3905," 222Ua",4100008,5850,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161394010661",39,1991,6,137,54,41.05561,-84.24995,3905," 222Ub",4100008,5995,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161396010661",39,1991,6,137,55,41.05561,-83.94439,3905," 222Ua",4100009,5850,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161398010661",39,1991,6,137,56,41.08338,-84.11106,3905," 222Ua",4100008,5995,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161400010661",39,1991,6,137,57,41.11116,-84.3055,3905," 222Ub",4100007,5995,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161402010661",39,1991,6,137,58,41.11116,-83.99994,3905," 222Ua",4100009,5995,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161404010661",39,1991,6,137,59,41.13894,-84.16661,3905," 222Ua",4100007,5995,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161406010661",39,1991,6,137,60,41.13894,-83.88883,3905," 222Ua",4100009,5849,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161408010661",39,1991,6,137,61,40.97227,-83.91661,3905," 222Ua",4100008,5850,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161410010661",39,1991,6,137,62,41.13894,-84.19439,3905," 222Ua",4100007,5995,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161412010661",39,1991,6,137,63,40.91672,-83.91661,3904," 222Ha",4100008,5850,39003,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161414010661",39,1991,6,137,9001,41.013406,-84.139854,3905," 222Ua",4100008,5996,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19161416010661",39,1991,6,137,9600,41.013406,-84.139854,3905," 222Ua",4100008,5996,39137,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164128010661",39,1991,6,143,1,41.41672,-83.41659,3905," 222Ua",4100010,5703,39173,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164130010661",39,1991,6,143,12,41.41672,-83.33326,3904," 222Uc",4100010,5703,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164171010661",39,1991,6,143,15,41.41672,-83.30548,3904," 222Uc",4100010,5703,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164224010661",39,1991,6,143,17,41.33339,-83.41659,3904," 222Ua",4100010,5704,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164226010661",39,1991,6,143,18,41.47227,-83.38882,3904," 222Ua",4100010,5703,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164228010661",39,1991,6,143,19,41.36116,-83.33326,3904," 222Ua",4100010,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164230010661",39,1991,6,143,20,41.30561,-83.30548,3904," 222Ua",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164232010661",39,1991,6,143,21,41.4445,-83.33326,3904," 222Uc",4100010,5703,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164234010661",39,1991,6,143,22,41.30561,-83.2777,3904," 222Ua",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164236010661",39,1991,6,143,23,41.33339,-83.22214,3904," 222Uc",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164238010661",39,1991,6,143,24,41.27783,-83.22214,3904," 222Uc",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164240010661",39,1991,6,143,25,41.41672,-83.19437,3904," 222Uc",4100011,5559,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164242010661",39,1991,6,143,26,41.33339,-83.16659,3904," 222Uc",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164244010661",39,1991,6,143,27,41.27783,-83.13881,3904," 222Uc",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164246010661",39,1991,6,143,28,41.4445,-83.13881,3904," 222Uc",4100011,5559,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164248010661",39,1991,6,143,29,41.33339,-83.08325,3904," 222Uc",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164250010661",39,1991,6,143,30,41.27783,-83.02769,3904," 222Uc",4100011,5417,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164252010661",39,1991,6,143,31,41.25005,-83.02769,3904," 222Uc",4100011,5417,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164254010661",39,1991,6,143,32,41.38894,-82.99992,3904," 222Uc",4100011,5417,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164256010661",39,1991,6,143,33,41.30561,-82.97214,3904," 222Uc",4100011,5417,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164258010661",39,1991,6,143,34,41.30561,-82.94436,3904," 222Uc",4100011,5417,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164260010661",39,1991,6,143,35,41.38894,-82.8888,3904," 222Uc",4100011,5417,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164262010661",39,1991,6,143,36,41.25005,-82.8888,3904," 222Uc",4100011,5417,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164264010661",39,1991,6,143,37,41.36116,-82.86102,3904," 222Uc",4100011,5417,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164266010661",39,1991,6,143,38,41.41672,-83.13881,3904," 222Uc",4100011,5559,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164268010661",39,1991,6,143,39,41.27783,-82.86102,3904," 222Uc",4100011,5417,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164270010661",39,1991,6,143,42,41.4445,-83.38882,3904," 222Uc",4100010,5703,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164330010661",39,1991,6,143,43,41.30561,-82.99991,3904," 222Uc",4100011,5417,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164332010661",39,1991,6,143,44,41.36116,-83.36104,3904," 222Ua",4100010,5703,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164334010661",39,1991,6,143,45,41.41672,-83.2777,3904," 222Uc",4100010,5703,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164336010661",39,1991,6,143,46,41.27783,-83.2777,3904," 222Ua",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164338010661",39,1991,6,143,47,41.36116,-83.22214,3904," 222Uc",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164340010661",39,1991,6,143,48,41.41672,-83.16659,3904," 222Uc",4100011,5559,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164342010661",39,1991,6,143,49,41.30561,-83.11103,3904," 222Uc",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164344010661",39,1991,6,143,50,41.36116,-83.02769,3904," 222Uc",4100011,5417,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164346010661",39,1991,6,143,51,41.22228,-82.99991,3904," 222Uc",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164383010661",39,1991,6,143,52,41.27783,-82.99991,3904," 222Uc",4100011,5417,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164385010661",39,1991,6,143,53,41.30561,-82.94436,3904," 222Uc",4100011,5417,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164387010661",39,1991,6,143,54,41.30561,-82.86102,3904," 222Uc",4100011,5417,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164389010661",39,1991,6,143,55,41.33339,-83.11103,3904," 222Uc",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164391010661",39,1991,6,143,56,41.25005,-83.36104,3904," 222Ua",4100011,5560,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164393010661",39,1991,6,143,57,41.33339,-83.05547,3904," 222Uc",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164395010661",39,1991,6,143,9001,41.377091,-83.129904,3904," 222Uc",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19164397010661",39,1991,6,143,9600,41.377091,-83.129904,3904," 222Uc",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167741010661",39,1991,6,147,8,41.25005,-83.36104,3904," 222Ua",4100011,5560,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167763010661",39,1991,6,147,9,41.00006,-83.22214,3904," 222Ha",4100011,5561,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167765010661",39,1991,6,147,18,41.05561,-83.08325,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167820010661",39,1991,6,147,24,41.27783,-83.2777,3904," 222Ua",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167882010661",39,1991,6,147,26,41.08339,-82.94435,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167884010661",39,1991,6,147,27,41.08339,-83.38881,3904," 222Ha",4100011,5561,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167886010661",39,1991,6,147,28,41.25005,-83.33326,3904," 222Ua",4100011,5560,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167888010661",39,1991,6,147,29,40.97228,-83.05547,3904," 222Ha",4100011,5419,39033,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167890010661",39,1991,6,147,30,41.00006,-82.83324,3904," 222Ha",4100011,5277,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167892010661",39,1991,6,147,31,41.00006,-83.02769,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167894010661",39,1991,6,147,32,41.02783,-82.94435,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167896010661",39,1991,6,147,33,41.30561,-83.30548,3904," 222Ua",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167898010661",39,1991,6,147,34,41.05561,-83.22214,3904," 222Ha",4100011,5561,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167900010661",39,1991,6,147,35,41.05561,-82.86102,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167902010661",39,1991,6,147,36,41.30561,-83.2777,3904," 222Ua",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167904010661",39,1991,6,147,37,41.08339,-83.02769,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167906010661",39,1991,6,147,38,41.11116,-83.41659,3904," 222Ha",4100011,5561,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167908010661",39,1991,6,147,39,41.11117,-83.19436,3904," 222Ha",4100011,5561,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167910010661",39,1991,6,147,40,41.11117,-83.02769,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167912010661",39,1991,6,147,41,41.13894,-83.38881,3904," 222Ha",4100011,5561,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167914010661",39,1991,6,147,42,41.13894,-83.19436,3904," 222Ha",4100011,5561,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167916010661",39,1991,6,147,43,41.13894,-82.94436,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167918010661",39,1991,6,147,44,41.16672,-83.36104,3904," 222Ha",4100011,5561,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167920010661",39,1991,6,147,45,41.16672,-83.13881,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167922010661",39,1991,6,147,46,41.16672,-82.8888,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167924010661",39,1991,6,147,47,41.1945,-83.2777,3904," 222Ha",4100011,5560,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167926010661",39,1991,6,147,48,41.1945,-83.08325,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167928010661",39,1991,6,147,49,41.1945,-82.86102,3904," 222Ha",4100011,5417,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167930010661",39,1991,6,147,50,41.25005,-83.19436,3904," 222Uc",4100011,5560,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167932010661",39,1991,6,147,51,41.22228,-82.99991,3904," 222Uc",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167934010661",39,1991,6,147,52,41.00006,-83.02769,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167936010661",39,1991,6,147,53,41.05561,-83.05547,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167938010661",39,1991,6,147,54,41.33339,-83.30548,3904," 222Ua",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167940010661",39,1991,6,147,55,41.13894,-82.83324,3907," 222Ha",4100012,5276,39077,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167942010661",39,1991,6,147,56,41.1945,-83.24992,3904," 222Ha",4100011,5560,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167944010661",39,1991,6,147,57,41.22228,-82.91658,3904," 222Uc",4100011,5417,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167946010661",39,1991,6,147,63,41.1945,-82.99991,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19167991010661",39,1991,6,147,64,41.00006,-82.99991,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168031010661",39,1991,6,147,65,41.13894,-83.02769,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168099010661",39,1991,6,147,66,41.05561,-83.05547,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168144010661",39,1991,6,147,68,41.00006,-83.11103,3904," 222Ha",4100011,5419,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168146010661",39,1991,6,147,69,41.02783,-83.41659,3904," 222Ha",4100008,5561,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168148010661",39,1991,6,147,70,41.27783,-83.2777,3904," 222Ua",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168150010661",39,1991,6,147,71,41.05561,-83.08325,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168152010661",39,1991,6,147,72,41.05561,-82.91658,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168154010661",39,1991,6,147,73,41.33339,-83.30548,3904," 222Ua",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168156010661",39,1991,6,147,74,41.08339,-83.13881,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168158010661",39,1991,6,147,75,41.11117,-82.99991,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168160010661",39,1991,6,147,76,41.13894,-83.41659,3904," 222Ha",4100010,5561,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168162010661",39,1991,6,147,77,41.25005,-83.24992,3904," 222Ua",4100011,5560,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168164010661",39,1991,6,147,78,41.16672,-83.02769,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168166010661",39,1991,6,147,79,41.16672,-82.8888,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168168010661",39,1991,6,147,81,41.1945,-83.13881,3904," 222Ha",4100011,5560,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168170010661",39,1991,6,147,82,41.1945,-82.99991,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168172010661",39,1991,6,147,83,41.25005,-82.86102,3904," 222Uc",4100011,5417,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168174010661",39,1991,6,147,84,41.25005,-83.2777,3904," 222Ua",4100011,5560,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168176010661",39,1991,6,147,85,41.30561,-83.2777,3904," 222Ua",4100011,5560,39143,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168178010661",39,1991,6,147,86,41.13894,-83.11103,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168180010661",39,1991,6,147,87,41.16672,-83.16659,3904," 222Ha",4100011,5560,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168182010661",39,1991,6,147,9001,41.124415,-83.125397,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168184010661",39,1991,6,147,9002,41.124415,-83.125397,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168186010661",39,1991,6,147,9600,41.124415,-83.125397,3904," 222Ha",4100011,5418,39147,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168188010661",39,1991,6,149,5,40.47227,-84.27773,3904," 222Ha",4100004,5852,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168227010661",39,1991,6,149,14,40.30561,-84.19439,3904," 222Ha",5080001,5853,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168284010661",39,1991,6,149,20,40.33338,-84.08327,3904," 222Hb",5080001,5708,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168303010661",39,1991,6,149,22,40.27783,-84.38884,3904," 222Ha",5080001,5853,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168305010661",39,1991,6,149,24,40.1945,-84.08327,3904," 222Hb",5080001,5709,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168307010661",39,1991,6,149,25,40.19449,-84.3055,3908," 222Ha",5080001,5853,39109,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168309010661",39,1991,6,149,26,40.1945,-84.11105,3904," 222Hb",5080001,5709,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168311010661",39,1991,6,149,27,40.22227,-84.3055,3904," 222Ha",5080001,5853,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168313010661",39,1991,6,149,28,40.25005,-84.41662,3904," 222Ha",5080001,5853,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168315010661",39,1991,6,149,29,40.25005,-84.19439,3904," 222Hb",5080001,5853,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168317010661",39,1991,6,149,30,40.30561,-84.0555,3904," 222Hb",5080001,5708,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168319010661",39,1991,6,149,31,40.27783,-84.24995,3904," 222Ha",5080001,5853,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168321010661",39,1991,6,149,32,40.3056,-84.41662,3904," 222Ha",5080001,5853,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168323010661",39,1991,6,149,33,40.3056,-84.22217,3904," 222Ha",5080001,5853,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168325010661",39,1991,6,149,34,40.36116,-84.02772,3904," 222Ha",5080001,5708,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168327010661",39,1991,6,149,35,40.36116,-84.24995,3904," 222Ha",5080001,5853,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168329010661",39,1991,6,149,36,40.36116,-84.41662,3904," 222Ha",5080001,5998,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168331010661",39,1991,6,149,37,40.36116,-84.16661,3904," 222Ha",5080001,5853,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168333010661",39,1991,6,149,38,40.38894,-84.02772,3904," 222Ha",5080001,5708,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168335010661",39,1991,6,149,39,40.38894,-84.22217,3904," 222Ha",5080001,5852,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168337010661",39,1991,6,149,40,40.41672,-84.24995,3904," 222Ha",5080001,5852,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168339010661",39,1991,6,149,41,40.41672,-84.0555,3904," 222Ha",5080001,5852,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168341010661",39,1991,6,149,42,40.47227,-84.13883,3904," 222Ha",5080001,5852,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168343010661",39,1991,6,149,43,40.19449,-84.19439,3904," 222Hb",5080001,5853,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168345010661",39,1991,6,149,44,40.27783,-84.27772,3904," 222Ha",5080001,5853,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168347010661",39,1991,6,149,45,40.36116,-84.13883,3904," 222Ha",5080001,5853,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168349010661",39,1991,6,149,50,40.19449,-84.36106,3908," 222Ha",5080001,5853,39109,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168405010661",39,1991,6,149,51,40.33338,-84.24995,3904," 222Ha",5080001,5853,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
"19168454010661",39,1991,6,149,52,40.41672,-84.22217,3904," 222Ha",5080001,5852,39149,"","",2019-07-18,126144,"",2019-07-18,126144,,"NE",914,9,14,
