,plot_sequence_number,plot_state_code,plot_county_code,measurement_year,latitude,longitude,tree_sequence_number,species_code,current_diameter
0,19146768010661,39,105,1990,39.08340835571289,-82.055419921875,19146775010661.0,621.0,9.800000190734863
1,19145169010661,39,105,1991,39.13896179199219,-82.27764892578125,19145191010661.0,318.0,9.300000190734863
2,19145371010661,39,105,1991,39.11119079589844,-82.08319854736328,19145391010661.0,621.0,6.699999809265137
3,19146079010661,39,105,1991,39.16674041748047,-82.1943130493164,19146099010661.0,400.0,8.5
4,19147027010661,39,105,1991,39.13896942138672,-81.9165267944336,19147069010661.0,318.0,9.800000190734863
5,19146576010661,39,105,1991,38.94451904296875,-81.86096954345703,19146603010661.0,621.0,1.2000000476837158
6,19147120010661,39,105,1991,39.05562973022461,-82.1943130493164,19147154010661.0,491.0,1.0
7,16233084020004,39,105,2014,38.961273193359375,-81.84661865234375,271076717489998.0,802.0,6.199999809265137
8,16233084020004,39,105,2014,38.961273193359375,-81.84661865234375,271076731489998.0,802.0,3.200000047683716
9,59795380010538,39,105,2001,39.0884895324707,-81.86387634277344,66248546010538.0,318.0,6.0
10,59795485010538,39,105,2001,39.16713333129883,-81.7877197265625,66248621010538.0,132.0,5.400000095367432
11,72786757010538,39,105,2006,39.06092071533203,-82.2170181274414,73981308010538.0,402.0,5.099999904632568
12,72786757010538,39,105,2006,39.06092071533203,-82.2170181274414,73981336010538.0,402.0,8.800000190734863
13,72786842010538,39,105,2006,39.00439453125,-82.07147979736328,73981399010538.0,975.0,1.7999999523162842
14,76389096010538,39,105,2007,39.01506042480469,-82.20613861083984,167747248010661.0,901.0,
15,109827981010661,39,105,2008,39.0509033203125,-82.30857849121094,212650674010661.0,802.0,6.5
16,109829305010661,39,105,2008,38.961273193359375,-81.84661865234375,212650358010661.0,621.0,
17,247063905010661,39,105,2012,39.16713333129883,-81.7877197265625,211875612020004.0,132.0,
18,247063905010661,39,105,2012,39.16713333129883,-81.7877197265625,211875635020004.0,132.0,6.5
19,375549946489998,39,105,2017,39.083072662353516,-81.87564849853516,530822287126144.0,602.0,
20,463049145489998,39,105,2019,39.17668533325195,-81.9888916015625,657544245126144.0,403.0,10.199999809265137
21,72786552010538,39,105,2006,39.12856674194336,-81.84725952148438,73981136010538.0,132.0,5.0
22,171867979020004,39,105,2015,39.0167350769043,-82.13267517089844,334958355489998.0,901.0,5.0
23,19145306010661,39,105,1991,39.11119079589844,-81.97207641601562,19145311010661.0,400.0,12.199999809265137
24,19145750010661,39,105,1991,39.00008010864258,-81.80541229248047,19145799010661.0,802.0,15.5
25,19145859010661,39,105,1991,39.11119079589844,-81.77763366699219,19145870010661.0,806.0,17.5
26,19146917010661,39,105,1991,39.16674041748047,-82.08319854736328,19146947010661.0,621.0,17.0
27,19145697010661,39,105,1990,39.11119079589844,-82.16654205322266,,,
28,19145516010661,39,105,1991,39.02785873413086,-82.08319854736328,19145520010661.0,400.0,6.099999904632568
29,19145590010661,39,105,1991,39.05562973022461,-82.22209167480469,19145598010661.0,132.0,7.800000190734863
30,19145306010661,39,105,1991,39.11119079589844,-81.97207641601562,19145321010661.0,400.0,9.800000190734863
31,19145516010661,39,105,1991,39.02785873413086,-82.08319854736328,19145526010661.0,400.0,10.399999618530273
32,19145536010661,39,105,1991,38.916751861572266,-81.86096954345703,19145562010661.0,802.0,6.300000190734863
33,19146221010661,39,105,1991,39.05562973022461,-82.22209167480469,19146239010661.0,837.0,10.800000190734863
34,59795333010538,39,105,2001,39.10392379760742,-82.16838073730469,66248432010538.0,641.0,1.399999976158142
35,59843365010538,39,105,2003,39.127967834472656,-81.77233123779297,66329544010538.0,806.0,5.599999904632568
36,59843577010538,39,105,2003,38.961273193359375,-81.84661865234375,66329761010538.0,802.0,1.7000000476837158
37,59882528010538,39,105,2004,39.103553771972656,-82.28491973876953,66362615010538.0,391.0,6.099999904632568
38,66413241010538,39,105,2005,38.88963317871094,-81.89608764648438,66413347010538.0,931.0,6.900000095367432
39,72786937010538,39,105,2006,39.130218505859375,-82.21561431884766,73981551010538.0,500.0,1.0
40,109827977010661,39,105,2008,39.122962951660156,-82.11817932128906,212650397010661.0,316.0,3.0999999046325684
