"CN","PLT_CN","CND_CN","SCD_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","CONDID","SPCD","SPGRPCD","SEEDLING_SOURCE_CD","LENGTH_CLASS_CD","SEEDLINGCOUNT","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE","TPA_UNADJ"
"233254111020004","247063599010661","211868160020004","211888174020004",2012,39,1,1,561,1,1,316,32,"1",1,25,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,1874.132061
"233254112020004","247063599010661","211868160020004","211888174020004",2012,39,1,1,561,1,1,316,32,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254129020004","247063599010661","211868160020004","211888174020004",2012,39,1,1,561,1,1,318,31,"1",1,6,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,449.791695
"233254134020004","247063599010661","211868160020004","211888174020004",2012,39,1,1,561,1,1,318,31,"1",6,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254148020004","247063599010661","211868160020004","211888174020004",2012,39,1,1,561,1,1,402,29,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254165020004","247063599010661","211868160020004","211888174020004",2012,39,1,1,561,1,1,407,29,"1",1,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233254166020004","247063599010661","211868160020004","211888174020004",2012,39,1,1,561,1,1,407,29,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254184020004","247063599010661","211868160020004","211888174020004",2012,39,1,1,561,1,1,541,36,"1",2,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233254202020004","247063599010661","211868160020004","211888174020004",2012,39,1,1,561,1,1,701,43,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254219020004","247063599010661","211868160020004","211888174020004",2012,39,1,1,561,1,1,931,41,"1",1,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254237020004","247063599010661","211868160020004","211888175020004",2012,39,1,1,561,2,1,316,32,"1",1,7,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,524.756977
"233254255020004","247063599010661","211868160020004","211888175020004",2012,39,1,1,561,2,1,318,31,"1",1,12,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,899.583389
"233254256020004","247063599010661","211868160020004","211888175020004",2012,39,1,1,561,2,1,318,31,"1",2,22,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,1649.236214
"233254259020004","247063599010661","211868160020004","211888175020004",2012,39,1,1,561,2,1,318,31,"1",5,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254274020004","247063599010661","211868160020004","211888175020004",2012,39,1,1,561,2,1,541,36,"1",2,3,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,224.895847
"233254292020004","247063599010661","211868160020004","211888175020004",2012,39,1,1,561,2,1,681,42,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254310020004","247063599010661","211868160020004","211888175020004",2012,39,1,1,561,2,1,762,41,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254328020004","247063599010661","211868160020004","211888175020004",2012,39,1,1,561,2,1,802,25,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254329020004","247063599010661","211868160020004","211888175020004",2012,39,1,1,561,2,1,802,25,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254346020004","247063599010661","211868160020004","211888175020004",2012,39,1,1,561,2,1,833,26,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254363020004","247063599010661","211868160020004","211888175020004",2012,39,1,1,561,2,1,975,41,"1",1,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233254364020004","247063599010661","211868160020004","211888175020004",2012,39,1,1,561,2,1,975,41,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254365020004","247063599010661","211868160020004","211888175020004",2012,39,1,1,561,2,1,975,41,"1",3,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233254381020004","247063599010661","211868160020004","211888176020004",2012,39,1,1,561,3,1,316,32,"1",1,70,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,5247.569772
"233254399020004","247063599010661","211868160020004","211888176020004",2012,39,1,1,561,3,1,318,31,"1",1,4,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,299.86113
"233254418020004","247063599010661","211868160020004","211888176020004",2012,39,1,1,561,3,1,407,29,"1",2,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233254435020004","247063599010661","211868160020004","211888176020004",2012,39,1,1,561,3,1,541,36,"1",1,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233254436020004","247063599010661","211868160020004","211888176020004",2012,39,1,1,561,3,1,541,36,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254454020004","247063599010661","211868160020004","211888176020004",2012,39,1,1,561,3,1,701,43,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254472020004","247063599010661","211868160020004","211888176020004",2012,39,1,1,561,3,1,802,25,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254489020004","247063599010661","211868160020004","211888176020004",2012,39,1,1,561,3,1,931,41,"1",1,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254508020004","247063599010661","211868160020004","211888176020004",2012,39,1,1,561,3,1,975,41,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254525020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,316,32,"1",1,4,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,299.86113
"233254543020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,318,31,"1",1,21,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,1574.270931
"233254544020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,318,31,"1",2,10,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,749.652825
"233254545020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,318,31,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254562020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,402,29,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254563020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,402,29,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254580020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,407,29,"1",2,9,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,674.687542
"233254581020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,407,29,"1",3,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233254597020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,541,36,"1",1,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254599020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,541,36,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254634020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,762,41,"1",2,3,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,224.895847
"233254601020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,541,36,"1",5,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254617020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,701,43,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254633020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,762,41,"1",1,3,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,224.895847
"233254653020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,833,26,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254688020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,951,38,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254692020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,951,38,"1",6,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254706020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,972,41,"1",2,4,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,299.86113
"233254707020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,972,41,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253382020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,471,43,"2",4,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254671020004","247063599010661","211868160020004","211888177020004",2012,39,1,1,561,4,1,837,28,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253337020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,316,32,"1",1,8,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,599.72226
"233253356020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,318,31,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253392020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,491,42,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253393020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,491,42,"1",3,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233253413020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,521,42,"1",5,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253428020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,541,36,"1",2,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233253427020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,541,36,"1",1,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233253429020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,541,36,"1",3,4,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,299.86113
"233253445020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,546,36,"1",1,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253463020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,621,39,"1",1,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233253465020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,621,39,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253482020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,701,43,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253483020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,701,43,"1",3,6,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,449.791695
"233253485020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,701,43,"1",5,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253499020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,762,41,"1",1,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253519020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,826,25,"1",3,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233253535020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,975,41,"1",1,11,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,824.618107
"233253536020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,975,41,"1",2,5,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,374.826412
"233253537020004","247063595010661","211867984020004","211890245020004",2012,39,1,1,599,1,1,975,41,"1",3,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"657556430126144","463048805489998","657547170126144","657556297126144",2018,39,1,1,599,1,1,500,43,"1",3,2,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,149.930565
"657556425126144","463048805489998","657547170126144","657556297126144",2018,39,1,1,599,1,1,391,43,"1",2,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"657556426126144","463048805489998","657547170126144","657556297126144",2018,39,1,1,599,1,1,491,42,"1",2,2,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,149.930565
"657556427126144","463048805489998","657547170126144","657556297126144",2018,39,1,1,599,1,1,491,42,"1",3,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"657556428126144","463048805489998","657547170126144","657556297126144",2018,39,1,1,599,1,1,491,42,"1",4,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"657556429126144","463048805489998","657547170126144","657556297126144",2018,39,1,1,599,1,1,500,43,"1",2,4,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,299.86113
"657556431126144","463048805489998","657547170126144","657556297126144",2018,39,1,1,599,1,1,541,36,"1",3,5,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,374.826412
"657556432126144","463048805489998","657547170126144","657556297126144",2018,39,1,1,599,1,1,541,36,"1",4,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"657556433126144","463048805489998","657547170126144","657556297126144",2018,39,1,1,599,1,1,602,40,"1",2,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"657556434126144","463048805489998","657547170126144","657556297126144",2018,39,1,1,599,1,1,602,40,"1",3,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"657556435126144","463048805489998","657547170126144","657556297126144",2018,39,1,1,599,1,1,621,39,"1",2,2,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,149.930565
"233253554020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,132,3,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253571020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,316,32,"1",1,103,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,7721.424092
"233253572020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,316,32,"1",2,23,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,1724.201496
"233253575020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,316,32,"1",5,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253589020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,621,39,"1",1,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253590020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,621,39,"1",2,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233253608020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,693,35,"1",2,3,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,224.895847
"233253609020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,693,35,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253611020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,693,35,"1",5,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253626020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,762,41,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253644020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,802,25,"1",2,11,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,824.618107
"233253645020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,802,25,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253662020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,826,25,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253680020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,833,26,"1",2,3,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,224.895847
"233253681020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,833,26,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253697020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,837,28,"1",1,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253698020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,837,28,"1",2,3,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,224.895847
"233253699020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,837,28,"1",3,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233253716020004","247063595010661","211867984020004","211890246020004",2012,39,1,1,599,2,1,931,41,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"657556436126144","463048805489998","657547170126144","657556298126144",2018,39,1,1,599,2,1,132,3,"1",2,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"657556437126144","463048805489998","657547170126144","657556298126144",2018,39,1,1,599,2,1,316,32,"1",1,30,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,2248.958474
"657556438126144","463048805489998","657547170126144","657556298126144",2018,39,1,1,599,2,1,316,32,"1",2,20,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,1499.305649
"657556439126144","463048805489998","657547170126144","657556298126144",2018,39,1,1,599,2,1,621,39,"1",2,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"657556440126144","463048805489998","657547170126144","657556298126144",2018,39,1,1,599,2,1,621,39,"1",3,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"657556441126144","463048805489998","657547170126144","657556298126144",2018,39,1,1,599,2,1,693,35,"1",2,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"657556442126144","463048805489998","657547170126144","657556298126144",2018,39,1,1,599,2,1,693,35,"1",3,2,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,149.930565
"657556443126144","463048805489998","657547170126144","657556298126144",2018,39,1,1,599,2,1,802,25,"1",1,2,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,149.930565
"657556444126144","463048805489998","657547170126144","657556298126144",2018,39,1,1,599,2,1,802,25,"1",2,12,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,899.583389
"657556445126144","463048805489998","657547170126144","657556298126144",2018,39,1,1,599,2,1,802,25,"1",3,4,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,299.86113
"657556446126144","463048805489998","657547170126144","657556298126144",2018,39,1,1,599,2,1,837,28,"1",2,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"657556447126144","463048805489998","657547170126144","657556298126144",2018,39,1,1,599,2,1,837,28,"1",3,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"233253733020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,316,32,"1",1,3,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,224.895847
"233253734020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,316,32,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253787020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,391,43,"1",1,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253788020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,391,43,"1",2,3,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,224.895847
"233253789020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,391,43,"1",3,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233253806020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,402,29,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253826020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,491,42,"1",4,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253841020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,541,36,"1",1,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253842020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,541,36,"1",2,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233253844020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,541,36,"1",4,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253861020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,621,39,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253879020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,693,35,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253895020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,701,43,"1",1,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233253896020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,701,43,"1",2,4,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,299.86113
"233253897020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,701,43,"1",3,12,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,899.583389
"233253898020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,701,43,"1",4,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253915020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,931,41,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253931020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,975,41,"1",1,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233253932020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,975,41,"1",2,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233253933020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,975,41,"1",3,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"657556448126144","463048805489998","657547170126144","657556299126144",2018,39,1,1,599,3,1,316,32,"1",1,5,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,374.826412
"657556451126144","463048805489998","657547170126144","657556299126144",2018,39,1,1,599,3,1,541,36,"1",3,2,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,149.930565
"233253752020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,318,31,"1",2,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233253770020004","247063595010661","211867984020004","211890247020004",2012,39,1,1,599,3,1,356,43,"1",2,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"657556449126144","463048805489998","657547170126144","657556299126144",2018,39,1,1,599,3,1,316,32,"1",2,2,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,149.930565
"657556450126144","463048805489998","657547170126144","657556299126144",2018,39,1,1,599,3,1,391,43,"1",3,2,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,149.930565
"657556452126144","463048805489998","657547170126144","657556299126144",2018,39,1,1,599,3,1,541,36,"1",4,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"657556453126144","463048805489998","657547170126144","657556299126144",2018,39,1,1,599,3,1,701,43,"1",3,8,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,599.72226
"657556454126144","463048805489998","657547170126144","657556299126144",2018,39,1,1,599,3,1,701,43,"1",5,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"657556455126144","463048805489998","657547170126144","657556299126144",2018,39,1,1,599,3,1,972,41,"1",2,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"657556456126144","463048805489998","657547170126144","657556299126144",2018,39,1,1,599,3,1,972,41,"1",3,1,"",2019-04-26,"126144","",2019-06-13,"126144",8,1,74.965282
"233253950020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,391,43,"1",2,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233253968020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,402,29,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253987020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,471,43,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233253989020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,471,43,"1",5,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254004020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,541,36,"1",2,3,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,224.895847
"233254005020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,541,36,"1",3,4,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,299.86113
"233254006020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,541,36,"1",4,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254007020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,541,36,"1",5,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254026020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,621,39,"1",6,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233254040020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,693,35,"1",2,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233254058020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,701,43,"1",2,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254059020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,701,43,"1",3,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254075020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,826,25,"1",1,1,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,74.965282
"233254076020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,826,25,"1",2,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233254077020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,826,25,"1",3,8,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,599.72226
"233254094020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,975,41,"1",2,2,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,149.930565
"233254095020004","247063595010661","211867984020004","211890248020004",2012,39,1,1,599,4,1,975,41,"1",3,3,"",2014-01-29,"20004","",2019-06-13,"126144",7,1,224.895847
